age,date,state,dead
55plus,2020-08,North Carolina,771
55plus,2020-08,North Dakota,26
55plus,2020-08,Ohio,681
55plus,2020-08,Oklahoma,310
55plus,2020-08,Oregon,108
55plus,2020-08,Pennsylvania,432
55plus,2020-08,Rhode Island,27
55plus,2020-08,South Carolina,853
55plus,2020-08,South Dakota,31
55plus,2020-08,Tennessee,556
55plus,2020-08,Texas,4162
55plus,2020-08,Utah,64
55plus,2020-08,Virginia,424
55plus,2020-08,Washington,229
55plus,2020-08,West Virginia,95
55plus,2020-08,Wisconsin,148
55plus,2020-09,Alabama,511
55plus,2020-09,Alaska,10
55plus,2020-09,Arizona,191
55plus,2020-09,Arkansas,336
55plus,2020-09,California,1668
55plus,2020-09,Colorado,88
55plus,2020-09,Connecticut,35
55plus,2020-09,Delaware,23
55plus,2020-09,District of Columbia,24
55plus,2020-09,Florida,1627
55plus,2020-09,Georgia,805
55plus,2020-09,Hawaii,110
55plus,2020-09,Idaho,87
55plus,2020-09,Illinois,450
55plus,2020-09,Indiana,321
55plus,2020-09,Iowa,219
55plus,2020-09,Kansas,207
55plus,2020-09,Kentucky,250
55plus,2020-09,Louisiana,355
55plus,2020-09,Maine,10
55plus,2020-09,Maryland,151
55plus,2020-09,Massachusetts,63
55plus,2020-09,Michigan,192
55plus,2020-09,Minnesota,194
55plus,2020-09,Mississippi,355
55plus,2020-09,Missouri,578
55plus,2020-09,Montana,68
55plus,2020-09,Nebraska,97
55plus,2020-09,Nevada,165
55plus,2020-09,New Jersey,111
55plus,2020-09,New Mexico,49
55plus,2020-09,New York,167
55plus,2020-09,North Carolina,759
55plus,2020-09,North Dakota,97
55plus,2020-09,Ohio,533
55plus,2020-09,Oklahoma,302
55plus,2020-09,Oregon,75
55plus,2020-09,Pennsylvania,318
55plus,2020-09,Rhode Island,38
55plus,2020-09,South Carolina,508
55plus,2020-09,South Dakota,82
55plus,2020-09,Tennessee,552
55plus,2020-09,Texas,1795
55plus,2020-09,Utah,48
55plus,2020-09,Virginia,416
55plus,2020-09,Washington,140
55plus,2020-09,West Virginia,101
55plus,2020-09,Wisconsin,158
55plus,2020-09,Wyoming,15
55plus,2020-10,Alabama,509
55plus,2020-10,Alaska,26
55plus,2020-10,Arizona,199
55plus,2020-10,Arkansas,509
55plus,2020-10,California,1133
55plus,2020-10,Colorado,191
55plus,2020-10,Connecticut,129
55plus,2020-10,Delaware,73
55plus,2020-10,District of Columbia,17
55plus,2020-10,Florida,1140
55plus,2020-10,Georgia,638
55plus,2020-10,Hawaii,61
55plus,2020-10,Idaho,152
55plus,2020-10,Illinois,923
55plus,2020-10,Indiana,720
55plus,2020-10,Iowa,471
55plus,2020-10,Kansas,396
55plus,2020-10,Kentucky,434
55plus,2020-10,Louisiana,267
55plus,2020-10,Maryland,197
55plus,2020-10,Massachusetts,171
55plus,2020-10,Michigan,506
55plus,2020-10,Minnesota,428
55plus,2020-10,Mississippi,278
55plus,2020-10,Missouri,960
55plus,2020-10,Montana,234
55plus,2020-10,Nebraska,234
55plus,2020-10,Nevada,143
55plus,2020-10,New Hampshire,31
55plus,2020-10,New Jersey,223
55plus,2020-10,New Mexico,159
55plus,2020-10,New York,362
55plus,2020-10,North Carolina,861
55plus,2020-10,North Dakota,247
55plus,2020-10,Ohio,823
55plus,2020-10,Oklahoma,523
55plus,2020-10,Oregon,107
55plus,2020-10,Pennsylvania,589
55plus,2020-10,Rhode Island,74
55plus,2020-10,South Carolina,423
55plus,2020-10,South Dakota,221
55plus,2020-10,Tennessee,799
55plus,2020-10,Texas,2271
55plus,2020-10,Utah,133
55plus,2020-10,Virginia,425
55plus,2020-10,Washington,192
55plus,2020-10,West Virginia,123
55plus,2020-10,Wisconsin,807
55plus,2020-10,Wyoming,62
55plus,2020-11,Alabama,698
55plus,2020-11,Alaska,53
55plus,2020-11,Arizona,676
55plus,2020-11,Arkansas,709
55plus,2020-11,California,2126
55plus,2020-11,Colorado,892
55plus,2020-11,Connecticut,428
55plus,2020-11,Delaware,76
55plus,2020-11,District of Columbia,42
55plus,2020-11,Florida,1495
55plus,2020-11,Georgia,838
55plus,2020-11,Hawaii,26
55plus,2020-11,Idaho,328
55plus,2020-11,Illinois,2955
55plus,2020-11,Indiana,1700
55plus,2020-11,Iowa,1359
55plus,2020-11,Kansas,829
55plus,2020-11,Kentucky,888
55plus,2020-11,Louisiana,418
55plus,2020-11,Maine,70
55plus,2020-11,Maryland,516
55plus,2020-11,Massachusetts,401
55plus,2020-11,Michigan,1872
55plus,2020-11,Minnesota,1291
55plus,2020-11,Mississippi,442
55plus,2020-11,Missouri,1791
55plus,2020-11,Montana,336
55plus,2020-11,Nebraska,678
55plus,2020-11,Nevada,431
55plus,2020-11,New Hampshire,65
55plus,2020-11,New Jersey,752
55plus,2020-11,New Mexico,722
55plus,2020-11,New York,1061
55plus,2020-11,North Carolina,1066
55plus,2020-11,North Dakota,453
55plus,2020-11,Ohio,2651
55plus,2020-11,Oklahoma,1083
55plus,2020-11,Oregon,274
55plus,2020-11,Pennsylvania,2226
55plus,2020-11,Rhode Island,165
55plus,2020-11,South Carolina,461
55plus,2020-11,South Dakota,619
55plus,2020-11,Tennessee,1284
55plus,2020-11,Texas,4287
55plus,2020-11,Utah,314
55plus,2020-11,Vermont,15
55plus,2020-11,Virginia,688
55plus,2020-11,Washington,398
55plus,2020-11,West Virginia,288
55plus,2020-11,Wisconsin,1809
55plus,2020-11,Wyoming,157
55plus,2020-12,Alabama,1598
55plus,2020-12,Alaska,87
55plus,2020-12,Arizona,2510
55plus,2020-12,Arkansas,926
55plus,2020-12,California,11142
55plus,2020-12,Colorado,1334
55plus,2020-12,Connecticut,971
55plus,2020-12,Delaware,244
55plus,2020-12,District of Columbia,84
55plus,2020-12,Florida,2652
55plus,2020-12,Georgia,1613
55plus,2020-12,Hawaii,28
55plus,2020-12,Idaho,382
55plus,2020-12,Illinois,3659
55plus,2020-12,Indiana,2529
55plus,2020-12,Iowa,1115
55plus,2020-12,Kansas,1211
55plus,2020-12,Kentucky,1398
55plus,2020-12,Louisiana,888
55plus,2020-12,Maine,183
55plus,2020-12,Maryland,1230
55plus,2020-12,Massachusetts,1200
55plus,2020-12,Michigan,2852
55plus,2020-12,Minnesota,1517
55plus,2020-12,Mississippi,886
55plus,2020-12,Missouri,1983
55plus,2020-12,Montana,307
55plus,2020-12,Nebraska,525
55plus,2020-12,Nevada,1047
55plus,2020-12,New Hampshire,244
55plus,2020-12,New Jersey,2053
55plus,2020-12,New Mexico,913
55plus,2020-12,New York,3650
55plus,2020-12,North Carolina,2128
55plus,2020-12,North Dakota,247
55plus,2020-12,Ohio,5342
55plus,2020-12,Oklahoma,1767
55plus,2020-12,Oregon,483
55plus,2020-12,Pennsylvania,5714
55plus,2020-12,Rhode Island,408
55plus,2020-12,South Carolina,1037
55plus,2020-12,South Dakota,345
55plus,2020-12,Tennessee,2214
55plus,2020-12,Texas,6301
55plus,2020-12,Utah,396
55plus,2020-12,Vermont,62
55plus,2020-12,Virginia,1408
55plus,2020-12,Washington,787
55plus,2020-12,West Virginia,693
55plus,2020-12,Wisconsin,1448
55plus,2020-12,Wyoming,174
55plus,2021-01,Alabama,2214
55plus,2021-01,Alaska,26
55plus,2021-01,Arizona,3309
55plus,2021-01,Arkansas,1010
55plus,2021-01,California,16896
55plus,2021-01,Colorado,567
55plus,2021-01,Connecticut,872
55plus,2021-01,Delaware,273
55plus,2021-01,District of Columbia,113
55plus,2021-01,Florida,4212
55plus,2021-01,Georgia,3385
55plus,2021-01,Hawaii,42
55plus,2021-01,Idaho,207
55plus,2021-01,Illinois,2118
55plus,2021-01,Indiana,1746
55plus,2021-01,Iowa,600
55plus,2021-01,Kansas,814
55plus,2021-01,Kentucky,1097
55plus,2021-01,Louisiana,1161
55plus,2021-01,Maine,223
55plus,2021-01,Maryland,1160
55plus,2021-01,Massachusetts,1503
55plus,2021-01,Michigan,1543
55plus,2021-01,Minnesota,629
55plus,2021-01,Mississippi,1039
55plus,2021-01,Missouri,1416
55plus,2021-01,Montana,149
55plus,2021-01,Nebraska,280
55plus,2021-01,Nevada,1002
55plus,2021-01,New Hampshire,273
55plus,2021-01,New Jersey,2050
55plus,2021-01,New Mexico,562
55plus,2021-01,New York,5634
55plus,2021-01,North Carolina,3142
55plus,2021-01,North Dakota,70
55plus,2021-01,Ohio,3568
55plus,2021-01,Oklahoma,1743
55plus,2021-01,Oregon,378
55plus,2021-01,Pennsylvania,4157
55plus,2021-01,Rhode Island,331
55plus,2021-01,South Carolina,1919
55plus,2021-01,South Dakota,144
55plus,2021-01,Tennessee,2347
55plus,2021-01,Texas,8956
55plus,2021-01,Utah,329
55plus,2021-01,Vermont,30
55plus,2021-01,Virginia,2090
55plus,2021-01,Washington,650
55plus,2021-01,West Virginia,639
55plus,2021-01,Wisconsin,837
55plus,2021-01,Wyoming,108
55plus,2021-02,Alabama,871
55plus,2021-02,Alaska,17
55plus,2021-02,Arizona,1348
55plus,2021-02,Arkansas,376
55plus,2021-02,California,6358
55plus,2021-02,Colorado,253
55plus,2021-02,Connecticut,373
55plus,2021-02,Delaware,125
55plus,2021-02,District of Columbia,71
55plus,2021-02,Florida,2541
55plus,2021-02,Georgia,1571
55plus,2021-02,Hawaii,22
55plus,2021-02,Idaho,82
55plus,2021-02,Illinois,924
55plus,2021-02,Indiana,575
55plus,2021-02,Iowa,204
55plus,2021-02,Kansas,225
55plus,2021-02,Kentucky,604
55plus,2021-02,Louisiana,513
55plus,2021-02,Maine,79
55plus,2021-02,Maryland,658
55plus,2021-02,Massachusetts,665
55plus,2021-02,Michigan,553
55plus,2021-02,Minnesota,225
55plus,2021-02,Mississippi,459
55plus,2021-02,Missouri,477
55plus,2021-02,Montana,55
55plus,2021-02,Nebraska,87
55plus,2021-02,Nevada,437
55plus,2021-02,New Hampshire,81
55plus,2021-02,New Jersey,1162
55plus,2021-02,New Mexico,251
55plus,2021-02,New York,3559
55plus,2021-02,North Carolina,1344
55plus,2021-02,North Dakota,23
55plus,2021-02,Ohio,1314
55plus,2021-02,Oklahoma,662
55plus,2021-02,Oregon,144
55plus,2021-02,Pennsylvania,1548
55plus,2021-02,Rhode Island,132
55plus,2021-02,South Carolina,941
55plus,2021-02,South Dakota,46
55plus,2021-02,Tennessee,740
55plus,2021-02,Texas,4619
55plus,2021-02,Utah,129
55plus,2021-02,Vermont,18
55plus,2021-02,Virginia,1055
55plus,2021-02,Washington,319
55plus,2021-02,West Virginia,234
55plus,2021-02,Wisconsin,300
55plus,2021-02,Wyoming,38
55plus,2021-03,Alabama,328
55plus,2021-03,Alaska,12
55plus,2021-03,Arizona,368
55plus,2021-03,Arkansas,149
55plus,2021-03,California,1709
55plus,2021-03,Colorado,133
55plus,2021-03,Connecticut,175
55plus,2021-03,Delaware,55
55plus,2021-03,District of Columbia,41
55plus,2021-03,Florida,1381
55plus,2021-03,Georgia,573
55plus,2021-03,Hawaii,14
55plus,2021-03,Idaho,51
55plus,2021-03,Illinois,471
55plus,2021-03,Indiana,217
55plus,2021-03,Iowa,105
55plus,2021-03,Kansas,95
55plus,2021-03,Kentucky,273
55plus,2021-03,Louisiana,257
55plus,2021-03,Maine,30
55plus,2021-03,Maryland,350
55plus,2021-03,Massachusetts,310
55plus,2021-03,Michigan,453
55plus,2021-03,Minnesota,126
55plus,2021-03,Mississippi,180
55plus,2021-03,Missouri,236
55plus,2021-03,Montana,49
55plus,2021-03,Nebraska,46
55plus,2021-03,Nevada,172
55plus,2021-03,New Hampshire,40
55plus,2021-03,New Jersey,812
55plus,2021-03,New Mexico,108
55plus,2021-03,New York,2261
55plus,2021-03,North Carolina,493
55plus,2021-03,North Dakota,11
55plus,2021-03,Ohio,555
55plus,2021-03,Oklahoma,229
55plus,2021-03,Oregon,91
55plus,2021-03,Pennsylvania,722
55plus,2021-03,Rhode Island,57
55plus,2021-03,South Carolina,408
55plus,2021-03,South Dakota,27
55plus,2021-03,Tennessee,413
55plus,2021-03,Texas,1988
55plus,2021-03,Utah,73
55plus,2021-03,Vermont,15
55plus,2021-03,Virginia,485
55plus,2021-03,Washington,136
55plus,2021-03,West Virginia,88
55plus,2021-03,Wisconsin,119
55plus,2021-03,Wyoming,10
55plus,2021-04,Alabama,164
55plus,2021-04,Arizona,162
55plus,2021-04,Arkansas,53
55plus,2021-04,California,664
55plus,2021-04,Colorado,132
55plus,2021-04,Connecticut,152
55plus,2021-04,Delaware,50
55plus,2021-04,District of Columbia,29
55plus,2021-04,Florida,1108
55plus,2021-04,Georgia,387
55plus,2021-04,Idaho,58
55plus,2021-04,Illinois,597
55plus,2021-04,Indiana,171
55plus,2021-04,Iowa,76
55plus,2021-04,Kansas,57
55plus,2021-04,Kentucky,153
55plus,2021-04,Louisiana,123
55plus,2021-04,Maine,46
55plus,2021-04,Maryland,379
55plus,2021-04,Massachusetts,195
55plus,2021-04,Michigan,1338
55plus,2021-04,Minnesota,203
55plus,2021-04,Mississippi,114
55plus,2021-04,Missouri,163
55plus,2021-04,Montana,18
55plus,2021-04,Nebraska,40
55plus,2021-04,Nevada,101
55plus,2021-04,New Hampshire,33
55plus,2021-04,New Jersey,810
55plus,2021-04,New Mexico,46
55plus,2021-04,New York,1577
55plus,2021-04,North Carolina,336
55plus,2021-04,North Dakota,15
55plus,2021-04,Ohio,496
55plus,2021-04,Oklahoma,99
55plus,2021-04,Oregon,85
55plus,2021-04,Pennsylvania,1000
55plus,2021-04,Rhode Island,34
55plus,2021-04,South Carolina,249
55plus,2021-04,South Dakota,27
55plus,2021-04,Tennessee,347
55plus,2021-04,Texas,973
55plus,2021-04,Utah,40
55plus,2021-04,Vermont,12
55plus,2021-04,Virginia,360
55plus,2021-04,Washington,168
55plus,2021-04,West Virginia,98
55plus,2021-04,Wisconsin,129
55plus,2021-05,Alabama,159
55plus,2021-05,Alaska,23
55plus,2021-05,Arizona,169
55plus,2021-05,Arkansas,66
55plus,2021-05,California,429
55plus,2021-05,Colorado,232
55plus,2021-05,Connecticut,80
55plus,2021-05,Delaware,29
55plus,2021-05,District of Columbia,20
55plus,2021-05,Florida,1002
55plus,2021-05,Georgia,284
55plus,2021-05,Hawaii,18
55plus,2021-05,Idaho,50
55plus,2021-05,Illinois,629
55plus,2021-05,Indiana,227
55plus,2021-05,Iowa,71
55plus,2021-05,Kansas,59
55plus,2021-05,Kentucky,150
55plus,2021-05,Louisiana,130
55plus,2021-05,Maine,54
55plus,2021-05,Maryland,237
55plus,2021-05,Massachusetts,128
55plus,2021-05,Michigan,1013
55plus,2021-05,Minnesota,166
55plus,2021-05,Mississippi,93
55plus,2021-05,Missouri,143
55plus,2021-05,Montana,22
55plus,2021-05,Nebraska,29
55plus,2021-05,Nevada,81
55plus,2021-05,New Hampshire,37
55plus,2021-05,New Jersey,381
55plus,2021-05,New Mexico,62
55plus,2021-05,New York,762
55plus,2021-05,North Carolina,368
55plus,2021-05,North Dakota,18
55plus,2021-05,Ohio,396
55plus,2021-05,Oklahoma,77
55plus,2021-05,Oregon,162
55plus,2021-05,Pennsylvania,681
55plus,2021-05,Rhode Island,29
55plus,2021-05,South Carolina,158
55plus,2021-05,South Dakota,17
55plus,2021-05,Tennessee,294
55plus,2021-05,Texas,777
55plus,2021-05,Utah,37
55plus,2021-05,Virginia,260
55plus,2021-05,Washington,180
55plus,2021-05,West Virginia,107
55plus,2021-05,Wisconsin,113
55plus,2021-05,Wyoming,17
55plus,2021-06,Alabama,99
55plus,2021-06,Arizona,116
55plus,2021-06,Arkansas,91
55plus,2021-06,California,267
55plus,2021-06,Colorado,149
55plus,2021-06,Connecticut,18
55plus,2021-06,Delaware,13
55plus,2021-06,Florida,582
55plus,2021-06,Georgia,149
55plus,2021-06,Idaho,39
55plus,2021-06,Illinois,261
55plus,2021-06,Indiana,141
55plus,2021-06,Iowa,29
55plus,2021-06,Kansas,39
55plus,2021-06,Kentucky,97
55plus,2021-06,Louisiana,87
55plus,2021-06,Maine,22
55plus,2021-06,Maryland,76
55plus,2021-06,Massachusetts,62
55plus,2021-06,Michigan,262
55plus,2021-06,Minnesota,74
55plus,2021-06,Mississippi,60
55plus,2021-06,Missouri,202
55plus,2021-06,Montana,27
55plus,2021-06,Nevada,76
55plus,2021-06,New Hampshire,10
55plus,2021-06,New Jersey,91
55plus,2021-06,New Mexico,40
55plus,2021-06,New York,267
55plus,2021-06,North Carolina,165
55plus,2021-06,Ohio,202
55plus,2021-06,Oklahoma,78
55plus,2021-06,Oregon,79
55plus,2021-06,Pennsylvania,233
55plus,2021-06,Rhode Island,11
55plus,2021-06,South Carolina,70
55plus,2021-06,Tennessee,134
55plus,2021-06,Texas,469
55plus,2021-06,Utah,39
55plus,2021-06,Virginia,110
55plus,2021-06,Washington,150
55plus,2021-06,West Virginia,55
55plus,2021-06,Wisconsin,46
55plus,2021-06,Wyoming,26
55plus,2021-07,Alabama,199
55plus,2021-07,Alaska,17
55plus,2021-07,Arizona,211
55plus,2021-07,Arkansas,297
55plus,2021-07,California,518
55plus,2021-07,Colorado,144
55plus,2021-07,Connecticut,13
55plus,2021-07,Florida,1405
55plus,2021-07,Georgia,212
55plus,2021-07,Hawaii,14
55plus,2021-07,Idaho,45
55plus,2021-07,Illinois,181
55plus,2021-07,Indiana,106
55plus,2021-07,Iowa,39
55plus,2021-07,Kansas,100
55plus,2021-07,Kentucky,127
55plus,2021-07,Louisiana,225
55plus,2021-07,Maine,10
55plus,2021-07,Maryland,47
55plus,2021-07,Massachusetts,45
55plus,2021-07,Michigan,80
55plus,2021-07,Minnesota,38
55plus,2021-07,Mississippi,147
55plus,2021-07,Missouri,563
55plus,2021-07,Montana,34
55plus,2021-07,Nebraska,26
55plus,2021-07,Nevada,271
55plus,2021-07,New Jersey,83
55plus,2021-07,New Mexico,25
55plus,2021-07,New York,145
55plus,2021-07,North Carolina,209
55plus,2021-07,Ohio,142
55plus,2021-07,Oklahoma,174
55plus,2021-07,Oregon,66
55plus,2021-07,Pennsylvania,106
55plus,2021-07,South Carolina,103
55plus,2021-07,Tennessee,170
55plus,2021-07,Texas,869
55plus,2021-07,Utah,73
55plus,2021-07,Virginia,83
55plus,2021-07,Washington,126
55plus,2021-07,West Virginia,34
55plus,2021-07,Wisconsin,43
55plus,2021-07,Wyoming,37
55plus,2021-08,Alabama,1241
55plus,2021-08,Alaska,66
55plus,2021-08,Arizona,539
55plus,2021-08,Arkansas,705
55plus,2021-08,California,2371
55plus,2021-08,Colorado,207
55plus,2021-08,Connecticut,88
55plus,2021-08,Delaware,47
55plus,2021-08,District of Columbia,21
55plus,2021-08,Florida,7664
55plus,2021-08,Georgia,1890
55plus,2021-08,Hawaii,103
55plus,2021-08,Idaho,182
55plus,2021-08,Illinois,627
55plus,2021-08,Indiana,477
55plus,2021-08,Iowa,136
55plus,2021-08,Kansas,330
55plus,2021-08,Kentucky,684
55plus,2021-08,Louisiana,1283
55plus,2021-08,Maine,42
55plus,2021-08,Maryland,146
55plus,2021-08,Massachusetts,137
55plus,2021-08,Michigan,316
55plus,2021-08,Minnesota,126
55plus,2021-08,Mississippi,845
55plus,2021-08,Missouri,1052
55plus,2021-08,Montana,111
55plus,2021-08,Nebraska,102
55plus,2021-08,Nevada,521
55plus,2021-08,New Hampshire,35
55plus,2021-08,New Jersey,269
55plus,2021-08,New Mexico,161
55plus,2021-08,New York,577
55plus,2021-08,North Carolina,1212
55plus,2021-08,North Dakota,18
55plus,2021-08,Ohio,618
55plus,2021-08,Oklahoma,792
55plus,2021-08,Oregon,479
55plus,2021-08,Pennsylvania,442
55plus,2021-08,Rhode Island,27
55plus,2021-08,South Carolina,852
55plus,2021-08,South Dakota,27
55plus,2021-08,Tennessee,1162
55plus,2021-08,Texas,4888
55plus,2021-08,Utah,150
55plus,2021-08,Virginia,434
55plus,2021-08,Washington,495
55plus,2021-08,West Virginia,161
55plus,2021-08,Wisconsin,223
55plus,2021-08,Wyoming,78
55plus,2021-09,Alabama,1507
55plus,2021-09,Alaska,142
55plus,2021-09,Arizona,826
55plus,2021-09,Arkansas,556
55plus,2021-09,California,3055
55plus,2021-09,Colorado,393
55plus,2021-09,Connecticut,138
55plus,2021-09,Delaware,106
55plus,2021-09,District of Columbia,30
55plus,2021-09,Florida,6163
55plus,2021-09,Georgia,2640
55plus,2021-09,Hawaii,176
55plus,2021-09,Idaho,494
55plus,2021-09,Illinois,923
55plus,2021-09,Indiana,961
55plus,2021-09,Iowa,312
55plus,2021-09,Kansas,378
55plus,2021-09,Kentucky,1343
55plus,2021-09,Louisiana,856
55plus,2021-09,Maine,109
55plus,2021-09,Maryland,340
55plus,2021-09,Massachusetts,262
55plus,2021-09,Michigan,678
55plus,2021-09,Minnesota,282
55plus,2021-09,Mississippi,700
55plus,2021-09,Missouri,779
55plus,2021-09,Montana,217
55plus,2021-09,Nebraska,137
55plus,2021-09,Nevada,515
55plus,2021-09,New Hampshire,49
55plus,2021-09,New Jersey,431
55plus,2021-09,New Mexico,227
55plus,2021-09,New York,954
55plus,2021-09,North Carolina,1967
55plus,2021-09,North Dakota,55
55plus,2021-09,Ohio,1812
55plus,2021-09,Oklahoma,966
55plus,2021-09,Oregon,699
55plus,2021-09,Pennsylvania,1080
55plus,2021-09,Rhode Island,58
55plus,2021-09,South Carolina,1554
55plus,2021-09,South Dakota,80
55plus,2021-09,Tennessee,2136
55plus,2021-09,Texas,5909
55plus,2021-09,Utah,230
55plus,2021-09,Vermont,34
55plus,2021-09,Virginia,1011
55plus,2021-09,Washington,915
55plus,2021-09,West Virginia,520
55plus,2021-09,Wisconsin,504
55plus,2021-09,Wyoming,156
55plus,2021-10,Alabama,637
55plus,2021-10,Alaska,165
55plus,2021-10,Arizona,821
55plus,2021-10,Arkansas,293
55plus,2021-10,California,1977
55plus,2021-10,Colorado,614
55plus,2021-10,Connecticut,112
55plus,2021-10,Delaware,95
55plus,2021-10,District of Columbia,20
55plus,2021-10,Florida,1834
55plus,2021-10,Georgia,1097
55plus,2021-10,Hawaii,65
55plus,2021-10,Idaho,489
55plus,2021-10,Illinois,735
55plus,2021-10,Indiana,775
55plus,2021-10,Iowa,372
55plus,2021-10,Kansas,276
55plus,2021-10,Kentucky,827
55plus,2021-10,Louisiana,318
55plus,2021-10,Maine,135
55plus,2021-10,Maryland,346
55plus,2021-10,Massachusetts,252
55plus,2021-10,Michigan,1069
55plus,2021-10,Minnesota,483
55plus,2021-10,Mississippi,245
55plus,2021-10,Missouri,446
55plus,2021-10,Montana,355
55plus,2021-10,Nebraska,168
55plus,2021-10,Nevada,391
55plus,2021-10,New Hampshire,79
55plus,2021-10,New Jersey,423
55plus,2021-10,New Mexico,233
55plus,2021-10,New York,1029
55plus,2021-10,North Carolina,1160
55plus,2021-10,North Dakota,143
55plus,2021-10,Ohio,2111
55plus,2021-10,Oklahoma,505
55plus,2021-10,Oregon,473
55plus,2021-10,Pennsylvania,1757
55plus,2021-10,Rhode Island,35
55plus,2021-10,South Carolina,791
55plus,2021-10,South Dakota,90
55plus,2021-10,Tennessee,1096
55plus,2021-10,Texas,3012
55plus,2021-10,Utah,262
55plus,2021-10,Vermont,41
55plus,2021-10,Virginia,804
55plus,2021-10,Washington,637
55plus,2021-10,West Virginia,482
55plus,2021-10,Wisconsin,547
55plus,2021-10,Wyoming,200
55plus,2021-11,Alabama,217
55plus,2021-11,Alaska,84
55plus,2021-11,Arizona,1187
55plus,2021-11,Arkansas,155
55plus,2021-11,California,1765
55plus,2021-11,Colorado,914
55plus,2021-11,Connecticut,125
55plus,2021-11,Delaware,67
55plus,2021-11,Florida,595
55plus,2021-11,Georgia,410
55plus,2021-11,Hawaii,35
55plus,2021-11,Idaho,235
55plus,2021-11,Illinois,710
55plus,2021-11,Indiana,679
55plus,2021-11,Iowa,344
55plus,2021-11,Kansas,276
55plus,2021-11,Kentucky,395
55plus,2021-11,Louisiana,135
55plus,2021-11,Maine,186
55plus,2021-11,Maryland,250
55plus,2021-11,Massachusetts,280
55plus,2021-11,Michigan,1801
55plus,2021-11,Minnesota,739
55plus,2021-11,Mississippi,105
55plus,2021-11,Missouri,423
55plus,2021-11,Montana,265
55plus,2021-11,Nebraska,202
55plus,2021-11,Nevada,341
55plus,2021-11,New Hampshire,137
55plus,2021-11,New Jersey,296
55plus,2021-11,New Mexico,475
55plus,2021-11,New York,1013
55plus,2021-11,North Carolina,493
55plus,2021-11,North Dakota,114
55plus,2021-11,Ohio,1734
55plus,2021-11,Oklahoma,317
55plus,2021-11,Oregon,307
55plus,2021-11,Pennsylvania,1848
55plus,2021-11,Rhode Island,55
55plus,2021-11,South Carolina,300
55plus,2021-11,South Dakota,85
55plus,2021-11,Tennessee,461
55plus,2021-11,Texas,1292
55plus,2021-11,Utah,255
55plus,2021-11,Vermont,34
55plus,2021-11,Virginia,506
55plus,2021-11,Washington,497
55plus,2021-11,West Virginia,347
55plus,2021-11,Wisconsin,685
55plus,2021-11,Wyoming,147
55plus,2021-12,Alabama,238
55plus,2021-12,Alaska,43
55plus,2021-12,Arizona,1630
55plus,2021-12,Arkansas,271
55plus,2021-12,California,1714
55plus,2021-12,Colorado,832
55plus,2021-12,Connecticut,306
55plus,2021-12,Delaware,126
55plus,2021-12,District of Columbia,38
55plus,2021-12,Florida,584
55plus,2021-12,Georgia,425
55plus,2021-12,Hawaii,25
55plus,2021-12,Idaho,176
55plus,2021-12,Illinois,1712
55plus,2021-12,Indiana,1471
55plus,2021-12,Iowa,490
55plus,2021-12,Kansas,482
55plus,2021-12,Kentucky,687
55plus,2021-12,Louisiana,123
55plus,2021-12,Maine,285
55plus,2021-12,Maryland,565
55plus,2021-12,Massachusetts,661
55plus,2021-12,Michigan,2744
55plus,2021-12,Minnesota,883
55plus,2021-12,Mississippi,150
55plus,2021-12,Missouri,847
55plus,2021-12,Montana,105
55plus,2021-12,Nebraska,262
55plus,2021-12,Nevada,356
55plus,2021-12,New Hampshire,237
55plus,2021-12,New Jersey,694
55plus,2021-12,New Mexico,571
55plus,2021-12,New York,1996
55plus,2021-12,North Carolina,745
55plus,2021-12,North Dakota,78
55plus,2021-12,Ohio,3268
55plus,2021-12,Oklahoma,458
55plus,2021-12,Oregon,235
55plus,2021-12,Pennsylvania,2878
55plus,2021-12,Rhode Island,130
55plus,2021-12,South Carolina,364
55plus,2021-12,South Dakota,122
55plus,2021-12,Tennessee,647
55plus,2021-12,Texas,1590
55plus,2021-12,Utah,194
55plus,2021-12,Vermont,41
55plus,2021-12,Virginia,751
55plus,2021-12,Washington,374
55plus,2021-12,West Virginia,358
55plus,2021-12,Wisconsin,1070
55plus,2021-12,Wyoming,83
55plus,2022-01,Alabama,988
55plus,2022-01,Alaska,55
55plus,2022-01,Arizona,1565
55plus,2022-01,Arkansas,625
55plus,2022-01,California,5232
55plus,2022-01,Colorado,756
55plus,2022-01,Connecticut,804
55plus,2022-01,Delaware,257
55plus,2022-01,District of Columbia,94
55plus,2022-01,Florida,3555
55plus,2022-01,Georgia,1936
55plus,2022-01,Hawaii,115
55plus,2022-01,Idaho,215
55plus,2022-01,Illinois,3278
55plus,2022-01,Indiana,1709
55plus,2022-01,Iowa,531
55plus,2022-01,Kansas,724
55plus,2022-01,Kentucky,1101
55plus,2022-01,Louisiana,693
55plus,2022-01,Maine,226
55plus,2022-01,Maryland,1349
55plus,2022-01,Massachusetts,1195
55plus,2022-01,Michigan,2199
55plus,2022-01,Minnesota,710
55plus,2022-01,Mississippi,735
55plus,2022-01,Missouri,1588
55plus,2022-01,Montana,119
55plus,2022-01,Nebraska,279
55plus,2022-01,Nevada,735
55plus,2022-01,New Hampshire,212
55plus,2022-01,New Jersey,2349
55plus,2022-01,New Mexico,535
55plus,2022-01,New York,4416
55plus,2022-01,North Carolina,1935
55plus,2022-01,North Dakota,84
