cause,year,age,dead
UCD C00-D48 (Neoplasms),2011,67,14489
UCD C00-D48 (Neoplasms),2011,68,15829
UCD C00-D48 (Neoplasms),2011,69,15173
UCD C00-D48 (Neoplasms),2011,70,15120
UCD C00-D48 (Neoplasms),2011,71,14848
UCD C00-D48 (Neoplasms),2011,72,15358
UCD C00-D48 (Neoplasms),2011,73,15705
UCD C00-D48 (Neoplasms),2011,74,15444
UCD C00-D48 (Neoplasms),2011,75,15721
UCD C00-D48 (Neoplasms),2011,76,16076
UCD C00-D48 (Neoplasms),2011,77,15591
UCD C00-D48 (Neoplasms),2011,78,15717
UCD C00-D48 (Neoplasms),2011,79,16391
UCD C00-D48 (Neoplasms),2011,80,16363
UCD C00-D48 (Neoplasms),2011,81,16579
UCD C00-D48 (Neoplasms),2011,82,16261
UCD C00-D48 (Neoplasms),2011,83,16086
UCD C00-D48 (Neoplasms),2011,84,15201
UCD C00-D48 (Neoplasms),2011,85,14616
UCD C00-D48 (Neoplasms),2011,86,13660
UCD C00-D48 (Neoplasms),2011,87,12879
UCD C00-D48 (Neoplasms),2011,88,11205
UCD C00-D48 (Neoplasms),2011,89,10218
UCD C00-D48 (Neoplasms),2011,90,8707
UCD C00-D48 (Neoplasms),2011,91,7254
UCD C00-D48 (Neoplasms),2011,92,5712
UCD C00-D48 (Neoplasms),2011,93,4554
UCD C00-D48 (Neoplasms),2011,94,3587
UCD C00-D48 (Neoplasms),2011,95,2677
UCD C00-D48 (Neoplasms),2011,96,2036
UCD C00-D48 (Neoplasms),2011,97,1432
UCD C00-D48 (Neoplasms),2011,98,931
UCD C00-D48 (Neoplasms),2011,99,672
UCD C00-D48 (Neoplasms),2011,100,968
UCD C00-D48 (Neoplasms),2012,0,117
UCD C00-D48 (Neoplasms),2012,1,111
UCD C00-D48 (Neoplasms),2012,2,98
UCD C00-D48 (Neoplasms),2012,3,116
UCD C00-D48 (Neoplasms),2012,4,122
UCD C00-D48 (Neoplasms),2012,5,114
UCD C00-D48 (Neoplasms),2012,6,77
UCD C00-D48 (Neoplasms),2012,7,96
UCD C00-D48 (Neoplasms),2012,8,89
UCD C00-D48 (Neoplasms),2012,9,111
UCD C00-D48 (Neoplasms),2012,10,99
UCD C00-D48 (Neoplasms),2012,11,96
UCD C00-D48 (Neoplasms),2012,12,93
UCD C00-D48 (Neoplasms),2012,13,93
UCD C00-D48 (Neoplasms),2012,14,131
UCD C00-D48 (Neoplasms),2012,15,112
UCD C00-D48 (Neoplasms),2012,16,116
UCD C00-D48 (Neoplasms),2012,17,130
UCD C00-D48 (Neoplasms),2012,18,158
UCD C00-D48 (Neoplasms),2012,19,142
UCD C00-D48 (Neoplasms),2012,20,174
UCD C00-D48 (Neoplasms),2012,21,181
UCD C00-D48 (Neoplasms),2012,22,239
UCD C00-D48 (Neoplasms),2012,23,203
UCD C00-D48 (Neoplasms),2012,24,201
UCD C00-D48 (Neoplasms),2012,25,233
UCD C00-D48 (Neoplasms),2012,26,240
UCD C00-D48 (Neoplasms),2012,27,273
UCD C00-D48 (Neoplasms),2012,28,342
UCD C00-D48 (Neoplasms),2012,29,357
UCD C00-D48 (Neoplasms),2012,30,384
UCD C00-D48 (Neoplasms),2012,31,418
UCD C00-D48 (Neoplasms),2012,32,458
UCD C00-D48 (Neoplasms),2012,33,528
UCD C00-D48 (Neoplasms),2012,34,573
UCD C00-D48 (Neoplasms),2012,35,623
UCD C00-D48 (Neoplasms),2012,36,654
UCD C00-D48 (Neoplasms),2012,37,764
UCD C00-D48 (Neoplasms),2012,38,822
UCD C00-D48 (Neoplasms),2012,39,955
UCD C00-D48 (Neoplasms),2012,40,1139
UCD C00-D48 (Neoplasms),2012,41,1438
UCD C00-D48 (Neoplasms),2012,42,1572
UCD C00-D48 (Neoplasms),2012,43,1726
UCD C00-D48 (Neoplasms),2012,44,1899
UCD C00-D48 (Neoplasms),2012,45,2290
UCD C00-D48 (Neoplasms),2012,46,2626
UCD C00-D48 (Neoplasms),2012,47,3232
UCD C00-D48 (Neoplasms),2012,48,3784
UCD C00-D48 (Neoplasms),2012,49,4321
UCD C00-D48 (Neoplasms),2012,50,5096
UCD C00-D48 (Neoplasms),2012,51,5893
UCD C00-D48 (Neoplasms),2012,52,6404
UCD C00-D48 (Neoplasms),2012,53,7144
UCD C00-D48 (Neoplasms),2012,54,7880
UCD C00-D48 (Neoplasms),2012,55,8669
UCD C00-D48 (Neoplasms),2012,56,9230
UCD C00-D48 (Neoplasms),2012,57,9901
UCD C00-D48 (Neoplasms),2012,58,10608
UCD C00-D48 (Neoplasms),2012,59,11221
UCD C00-D48 (Neoplasms),2012,60,11719
UCD C00-D48 (Neoplasms),2012,61,12193
UCD C00-D48 (Neoplasms),2012,62,12821
UCD C00-D48 (Neoplasms),2012,63,13612
UCD C00-D48 (Neoplasms),2012,64,14659
UCD C00-D48 (Neoplasms),2012,65,16237
UCD C00-D48 (Neoplasms),2012,66,13625
UCD C00-D48 (Neoplasms),2012,67,13937
UCD C00-D48 (Neoplasms),2012,68,15317
UCD C00-D48 (Neoplasms),2012,69,16625
UCD C00-D48 (Neoplasms),2012,70,15864
UCD C00-D48 (Neoplasms),2012,71,15524
UCD C00-D48 (Neoplasms),2012,72,15500
UCD C00-D48 (Neoplasms),2012,73,15771
UCD C00-D48 (Neoplasms),2012,74,15897
UCD C00-D48 (Neoplasms),2012,75,15735
UCD C00-D48 (Neoplasms),2012,76,16011
UCD C00-D48 (Neoplasms),2012,77,16245
UCD C00-D48 (Neoplasms),2012,78,15580
UCD C00-D48 (Neoplasms),2012,79,15960
UCD C00-D48 (Neoplasms),2012,80,16207
UCD C00-D48 (Neoplasms),2012,81,16176
UCD C00-D48 (Neoplasms),2012,82,16155
UCD C00-D48 (Neoplasms),2012,83,15619
UCD C00-D48 (Neoplasms),2012,84,15123
UCD C00-D48 (Neoplasms),2012,85,14649
UCD C00-D48 (Neoplasms),2012,86,13612
UCD C00-D48 (Neoplasms),2012,87,12774
UCD C00-D48 (Neoplasms),2012,88,11547
UCD C00-D48 (Neoplasms),2012,89,10277
UCD C00-D48 (Neoplasms),2012,90,9033
UCD C00-D48 (Neoplasms),2012,91,7472
UCD C00-D48 (Neoplasms),2012,92,5922
UCD C00-D48 (Neoplasms),2012,93,4570
UCD C00-D48 (Neoplasms),2012,94,3698
UCD C00-D48 (Neoplasms),2012,95,2723
UCD C00-D48 (Neoplasms),2012,96,2070
UCD C00-D48 (Neoplasms),2012,97,1486
UCD C00-D48 (Neoplasms),2012,98,1054
UCD C00-D48 (Neoplasms),2012,99,700
UCD C00-D48 (Neoplasms),2012,100,1048
UCD C00-D48 (Neoplasms),2013,0,116
UCD C00-D48 (Neoplasms),2013,1,86
UCD C00-D48 (Neoplasms),2013,2,96
UCD C00-D48 (Neoplasms),2013,3,104
UCD C00-D48 (Neoplasms),2013,4,89
UCD C00-D48 (Neoplasms),2013,5,103
UCD C00-D48 (Neoplasms),2013,6,98
UCD C00-D48 (Neoplasms),2013,7,85
UCD C00-D48 (Neoplasms),2013,8,92
UCD C00-D48 (Neoplasms),2013,9,103
UCD C00-D48 (Neoplasms),2013,10,90
UCD C00-D48 (Neoplasms),2013,11,86
UCD C00-D48 (Neoplasms),2013,12,96
UCD C00-D48 (Neoplasms),2013,13,88
UCD C00-D48 (Neoplasms),2013,14,119
UCD C00-D48 (Neoplasms),2013,15,126
UCD C00-D48 (Neoplasms),2013,16,115
UCD C00-D48 (Neoplasms),2013,17,118
UCD C00-D48 (Neoplasms),2013,18,140
UCD C00-D48 (Neoplasms),2013,19,166
UCD C00-D48 (Neoplasms),2013,20,160
UCD C00-D48 (Neoplasms),2013,21,146
UCD C00-D48 (Neoplasms),2013,22,196
UCD C00-D48 (Neoplasms),2013,23,191
UCD C00-D48 (Neoplasms),2013,24,218
UCD C00-D48 (Neoplasms),2013,25,241
UCD C00-D48 (Neoplasms),2013,26,246
UCD C00-D48 (Neoplasms),2013,27,297
UCD C00-D48 (Neoplasms),2013,28,308
UCD C00-D48 (Neoplasms),2013,29,332
UCD C00-D48 (Neoplasms),2013,30,356
UCD C00-D48 (Neoplasms),2013,31,442
UCD C00-D48 (Neoplasms),2013,32,457
UCD C00-D48 (Neoplasms),2013,33,517
UCD C00-D48 (Neoplasms),2013,34,616
UCD C00-D48 (Neoplasms),2013,35,630
UCD C00-D48 (Neoplasms),2013,36,630
UCD C00-D48 (Neoplasms),2013,37,789
UCD C00-D48 (Neoplasms),2013,38,892
UCD C00-D48 (Neoplasms),2013,39,931
UCD C00-D48 (Neoplasms),2013,40,1105
UCD C00-D48 (Neoplasms),2013,41,1313
UCD C00-D48 (Neoplasms),2013,42,1561
UCD C00-D48 (Neoplasms),2013,43,1809
UCD C00-D48 (Neoplasms),2013,44,1953
UCD C00-D48 (Neoplasms),2013,45,2233
UCD C00-D48 (Neoplasms),2013,46,2599
UCD C00-D48 (Neoplasms),2013,47,3023
UCD C00-D48 (Neoplasms),2013,48,3422
UCD C00-D48 (Neoplasms),2013,49,4230
UCD C00-D48 (Neoplasms),2013,50,4751
UCD C00-D48 (Neoplasms),2013,51,5572
UCD C00-D48 (Neoplasms),2013,52,6189
UCD C00-D48 (Neoplasms),2013,53,7049
UCD C00-D48 (Neoplasms),2013,54,7767
UCD C00-D48 (Neoplasms),2013,55,8519
UCD C00-D48 (Neoplasms),2013,56,9295
UCD C00-D48 (Neoplasms),2013,57,10029
UCD C00-D48 (Neoplasms),2013,58,10771
UCD C00-D48 (Neoplasms),2013,59,11127
UCD C00-D48 (Neoplasms),2013,60,11830
UCD C00-D48 (Neoplasms),2013,61,12237
UCD C00-D48 (Neoplasms),2013,62,12867
UCD C00-D48 (Neoplasms),2013,63,13652
UCD C00-D48 (Neoplasms),2013,64,14499
UCD C00-D48 (Neoplasms),2013,65,15423
UCD C00-D48 (Neoplasms),2013,66,17018
UCD C00-D48 (Neoplasms),2013,67,14347
UCD C00-D48 (Neoplasms),2013,68,14640
UCD C00-D48 (Neoplasms),2013,69,15841
UCD C00-D48 (Neoplasms),2013,70,17129
UCD C00-D48 (Neoplasms),2013,71,16263
UCD C00-D48 (Neoplasms),2013,72,15920
UCD C00-D48 (Neoplasms),2013,73,15697
UCD C00-D48 (Neoplasms),2013,74,16047
UCD C00-D48 (Neoplasms),2013,75,16222
UCD C00-D48 (Neoplasms),2013,76,15897
UCD C00-D48 (Neoplasms),2013,77,16153
UCD C00-D48 (Neoplasms),2013,78,16026
UCD C00-D48 (Neoplasms),2013,79,15264
UCD C00-D48 (Neoplasms),2013,80,15650
UCD C00-D48 (Neoplasms),2013,81,15886
UCD C00-D48 (Neoplasms),2013,82,15886
UCD C00-D48 (Neoplasms),2013,83,15696
UCD C00-D48 (Neoplasms),2013,84,15088
UCD C00-D48 (Neoplasms),2013,85,14538
UCD C00-D48 (Neoplasms),2013,86,13626
UCD C00-D48 (Neoplasms),2013,87,12693
UCD C00-D48 (Neoplasms),2013,88,11550
UCD C00-D48 (Neoplasms),2013,89,10431
UCD C00-D48 (Neoplasms),2013,90,8855
UCD C00-D48 (Neoplasms),2013,91,7706
UCD C00-D48 (Neoplasms),2013,92,6480
UCD C00-D48 (Neoplasms),2013,93,5075
UCD C00-D48 (Neoplasms),2013,94,3677
UCD C00-D48 (Neoplasms),2013,95,2868
UCD C00-D48 (Neoplasms),2013,96,2133
UCD C00-D48 (Neoplasms),2013,97,1475
UCD C00-D48 (Neoplasms),2013,98,1085
UCD C00-D48 (Neoplasms),2013,99,672
UCD C00-D48 (Neoplasms),2013,100,1034
UCD C00-D48 (Neoplasms),2014,0,103
UCD C00-D48 (Neoplasms),2014,1,89
UCD C00-D48 (Neoplasms),2014,2,84
UCD C00-D48 (Neoplasms),2014,3,88
UCD C00-D48 (Neoplasms),2014,4,98
UCD C00-D48 (Neoplasms),2014,5,106
UCD C00-D48 (Neoplasms),2014,6,92
UCD C00-D48 (Neoplasms),2014,7,85
UCD C00-D48 (Neoplasms),2014,8,94
UCD C00-D48 (Neoplasms),2014,9,95
UCD C00-D48 (Neoplasms),2014,10,77
UCD C00-D48 (Neoplasms),2014,11,74
UCD C00-D48 (Neoplasms),2014,12,97
UCD C00-D48 (Neoplasms),2014,13,101
UCD C00-D48 (Neoplasms),2014,14,105
UCD C00-D48 (Neoplasms),2014,15,111
UCD C00-D48 (Neoplasms),2014,16,105
UCD C00-D48 (Neoplasms),2014,17,130
UCD C00-D48 (Neoplasms),2014,18,154
UCD C00-D48 (Neoplasms),2014,19,150
UCD C00-D48 (Neoplasms),2014,20,175
UCD C00-D48 (Neoplasms),2014,21,173
UCD C00-D48 (Neoplasms),2014,22,192
UCD C00-D48 (Neoplasms),2014,23,206
UCD C00-D48 (Neoplasms),2014,24,249
UCD C00-D48 (Neoplasms),2014,25,229
UCD C00-D48 (Neoplasms),2014,26,261
UCD C00-D48 (Neoplasms),2014,27,298
UCD C00-D48 (Neoplasms),2014,28,300
UCD C00-D48 (Neoplasms),2014,29,336
UCD C00-D48 (Neoplasms),2014,30,358
UCD C00-D48 (Neoplasms),2014,31,432
UCD C00-D48 (Neoplasms),2014,32,443
UCD C00-D48 (Neoplasms),2014,33,505
UCD C00-D48 (Neoplasms),2014,34,602
UCD C00-D48 (Neoplasms),2014,35,681
UCD C00-D48 (Neoplasms),2014,36,726
UCD C00-D48 (Neoplasms),2014,37,801
UCD C00-D48 (Neoplasms),2014,38,855
UCD C00-D48 (Neoplasms),2014,39,927
UCD C00-D48 (Neoplasms),2014,40,1043
UCD C00-D48 (Neoplasms),2014,41,1228
UCD C00-D48 (Neoplasms),2014,42,1507
UCD C00-D48 (Neoplasms),2014,43,1745
UCD C00-D48 (Neoplasms),2014,44,2004
UCD C00-D48 (Neoplasms),2014,45,2163
UCD C00-D48 (Neoplasms),2014,46,2445
UCD C00-D48 (Neoplasms),2014,47,2785
UCD C00-D48 (Neoplasms),2014,48,3349
UCD C00-D48 (Neoplasms),2014,49,4022
UCD C00-D48 (Neoplasms),2014,50,4685
UCD C00-D48 (Neoplasms),2014,51,5356
UCD C00-D48 (Neoplasms),2014,52,6101
UCD C00-D48 (Neoplasms),2014,53,6913
UCD C00-D48 (Neoplasms),2014,54,7662
UCD C00-D48 (Neoplasms),2014,55,8662
UCD C00-D48 (Neoplasms),2014,56,9376
UCD C00-D48 (Neoplasms),2014,57,10363
UCD C00-D48 (Neoplasms),2014,58,10798
UCD C00-D48 (Neoplasms),2014,59,11386
UCD C00-D48 (Neoplasms),2014,60,12153
UCD C00-D48 (Neoplasms),2014,61,12951
UCD C00-D48 (Neoplasms),2014,62,13303
UCD C00-D48 (Neoplasms),2014,63,13643
UCD C00-D48 (Neoplasms),2014,64,14257
UCD C00-D48 (Neoplasms),2014,65,15036
UCD C00-D48 (Neoplasms),2014,66,16159
UCD C00-D48 (Neoplasms),2014,67,17784
UCD C00-D48 (Neoplasms),2014,68,14880
UCD C00-D48 (Neoplasms),2014,69,15330
UCD C00-D48 (Neoplasms),2014,70,16157
UCD C00-D48 (Neoplasms),2014,71,17605
UCD C00-D48 (Neoplasms),2014,72,16898
UCD C00-D48 (Neoplasms),2014,73,16211
UCD C00-D48 (Neoplasms),2014,74,16130
UCD C00-D48 (Neoplasms),2014,75,16370
UCD C00-D48 (Neoplasms),2014,76,16625
UCD C00-D48 (Neoplasms),2014,77,16123
UCD C00-D48 (Neoplasms),2014,78,16045
UCD C00-D48 (Neoplasms),2014,79,16139
UCD C00-D48 (Neoplasms),2014,80,15601
UCD C00-D48 (Neoplasms),2014,81,15678
UCD C00-D48 (Neoplasms),2014,82,15553
UCD C00-D48 (Neoplasms),2014,83,15483
UCD C00-D48 (Neoplasms),2014,84,15227
UCD C00-D48 (Neoplasms),2014,85,14222
UCD C00-D48 (Neoplasms),2014,86,13621
UCD C00-D48 (Neoplasms),2014,87,13098
UCD C00-D48 (Neoplasms),2014,88,11576
UCD C00-D48 (Neoplasms),2014,89,10419
UCD C00-D48 (Neoplasms),2014,90,9261
UCD C00-D48 (Neoplasms),2014,91,7883
UCD C00-D48 (Neoplasms),2014,92,6599
UCD C00-D48 (Neoplasms),2014,93,5409
UCD C00-D48 (Neoplasms),2014,94,4149
UCD C00-D48 (Neoplasms),2014,95,2971
UCD C00-D48 (Neoplasms),2014,96,2245
UCD C00-D48 (Neoplasms),2014,97,1587
UCD C00-D48 (Neoplasms),2014,98,1108
UCD C00-D48 (Neoplasms),2014,99,726
UCD C00-D48 (Neoplasms),2014,100,1131
UCD C00-D48 (Neoplasms),2015,0,100
UCD C00-D48 (Neoplasms),2015,1,95
UCD C00-D48 (Neoplasms),2015,2,94
UCD C00-D48 (Neoplasms),2015,3,112
UCD C00-D48 (Neoplasms),2015,4,87
UCD C00-D48 (Neoplasms),2015,5,106
UCD C00-D48 (Neoplasms),2015,6,116
UCD C00-D48 (Neoplasms),2015,7,83
UCD C00-D48 (Neoplasms),2015,8,90
UCD C00-D48 (Neoplasms),2015,9,81
UCD C00-D48 (Neoplasms),2015,10,73
UCD C00-D48 (Neoplasms),2015,11,84
UCD C00-D48 (Neoplasms),2015,12,85
UCD C00-D48 (Neoplasms),2015,13,92
UCD C00-D48 (Neoplasms),2015,14,127
UCD C00-D48 (Neoplasms),2015,15,118
UCD C00-D48 (Neoplasms),2015,16,129
UCD C00-D48 (Neoplasms),2015,17,128
UCD C00-D48 (Neoplasms),2015,18,125
UCD C00-D48 (Neoplasms),2015,19,122
UCD C00-D48 (Neoplasms),2015,20,147
UCD C00-D48 (Neoplasms),2015,21,168
UCD C00-D48 (Neoplasms),2015,22,199
UCD C00-D48 (Neoplasms),2015,23,185
UCD C00-D48 (Neoplasms),2015,24,231
UCD C00-D48 (Neoplasms),2015,25,227
UCD C00-D48 (Neoplasms),2015,26,239
UCD C00-D48 (Neoplasms),2015,27,282
UCD C00-D48 (Neoplasms),2015,28,303
UCD C00-D48 (Neoplasms),2015,29,338
UCD C00-D48 (Neoplasms),2015,30,395
UCD C00-D48 (Neoplasms),2015,31,410
UCD C00-D48 (Neoplasms),2015,32,507
UCD C00-D48 (Neoplasms),2015,33,527
UCD C00-D48 (Neoplasms),2015,34,623
UCD C00-D48 (Neoplasms),2015,35,684
UCD C00-D48 (Neoplasms),2015,36,748
UCD C00-D48 (Neoplasms),2015,37,754
UCD C00-D48 (Neoplasms),2015,38,869
UCD C00-D48 (Neoplasms),2015,39,916
UCD C00-D48 (Neoplasms),2015,40,1051
UCD C00-D48 (Neoplasms),2015,41,1230
UCD C00-D48 (Neoplasms),2015,42,1361
UCD C00-D48 (Neoplasms),2015,43,1615
UCD C00-D48 (Neoplasms),2015,44,1942
UCD C00-D48 (Neoplasms),2015,45,2112
UCD C00-D48 (Neoplasms),2015,46,2443
UCD C00-D48 (Neoplasms),2015,47,2651
UCD C00-D48 (Neoplasms),2015,48,3135
UCD C00-D48 (Neoplasms),2015,49,3672
UCD C00-D48 (Neoplasms),2015,50,4389
UCD C00-D48 (Neoplasms),2015,51,5140
UCD C00-D48 (Neoplasms),2015,52,5901
UCD C00-D48 (Neoplasms),2015,53,6736
UCD C00-D48 (Neoplasms),2015,54,7550
UCD C00-D48 (Neoplasms),2015,55,8418
UCD C00-D48 (Neoplasms),2015,56,9398
UCD C00-D48 (Neoplasms),2015,57,10305
UCD C00-D48 (Neoplasms),2015,58,10947
UCD C00-D48 (Neoplasms),2015,59,11741
UCD C00-D48 (Neoplasms),2015,60,12214
UCD C00-D48 (Neoplasms),2015,61,13028
UCD C00-D48 (Neoplasms),2015,62,13231
UCD C00-D48 (Neoplasms),2015,63,14113
UCD C00-D48 (Neoplasms),2015,64,14346
UCD C00-D48 (Neoplasms),2015,65,14975
UCD C00-D48 (Neoplasms),2015,66,16104
UCD C00-D48 (Neoplasms),2015,67,16920
UCD C00-D48 (Neoplasms),2015,68,18297
UCD C00-D48 (Neoplasms),2015,69,15719
UCD C00-D48 (Neoplasms),2015,70,16049
UCD C00-D48 (Neoplasms),2015,71,17057
UCD C00-D48 (Neoplasms),2015,72,18163
UCD C00-D48 (Neoplasms),2015,73,17114
UCD C00-D48 (Neoplasms),2015,74,16486
UCD C00-D48 (Neoplasms),2015,75,16405
UCD C00-D48 (Neoplasms),2015,76,16517
UCD C00-D48 (Neoplasms),2015,77,16567
UCD C00-D48 (Neoplasms),2015,78,16141
UCD C00-D48 (Neoplasms),2015,79,15952
UCD C00-D48 (Neoplasms),2015,80,16120
UCD C00-D48 (Neoplasms),2015,81,15182
UCD C00-D48 (Neoplasms),2015,82,15060
UCD C00-D48 (Neoplasms),2015,83,15255
UCD C00-D48 (Neoplasms),2015,84,14906
UCD C00-D48 (Neoplasms),2015,85,14446
UCD C00-D48 (Neoplasms),2015,86,13299
UCD C00-D48 (Neoplasms),2015,87,12888
UCD C00-D48 (Neoplasms),2015,88,11839
UCD C00-D48 (Neoplasms),2015,89,10407
UCD C00-D48 (Neoplasms),2015,90,9447
UCD C00-D48 (Neoplasms),2015,91,8213
UCD C00-D48 (Neoplasms),2015,92,6717
UCD C00-D48 (Neoplasms),2015,93,5748
UCD C00-D48 (Neoplasms),2015,94,4394
UCD C00-D48 (Neoplasms),2015,95,3241
UCD C00-D48 (Neoplasms),2015,96,2368
UCD C00-D48 (Neoplasms),2015,97,1667
UCD C00-D48 (Neoplasms),2015,98,1108
UCD C00-D48 (Neoplasms),2015,99,747
UCD C00-D48 (Neoplasms),2015,100,1210
UCD C00-D48 (Neoplasms),2016,0,120
UCD C00-D48 (Neoplasms),2016,1,97
UCD C00-D48 (Neoplasms),2016,2,99
UCD C00-D48 (Neoplasms),2016,3,119
UCD C00-D48 (Neoplasms),2016,4,111
UCD C00-D48 (Neoplasms),2016,5,102
UCD C00-D48 (Neoplasms),2016,6,90
UCD C00-D48 (Neoplasms),2016,7,101
UCD C00-D48 (Neoplasms),2016,8,99
UCD C00-D48 (Neoplasms),2016,9,88
UCD C00-D48 (Neoplasms),2016,10,81
UCD C00-D48 (Neoplasms),2016,11,83
UCD C00-D48 (Neoplasms),2016,12,92
UCD C00-D48 (Neoplasms),2016,13,92
UCD C00-D48 (Neoplasms),2016,14,111
UCD C00-D48 (Neoplasms),2016,15,105
UCD C00-D48 (Neoplasms),2016,16,122
UCD C00-D48 (Neoplasms),2016,17,138
UCD C00-D48 (Neoplasms),2016,18,128
UCD C00-D48 (Neoplasms),2016,19,140
UCD C00-D48 (Neoplasms),2016,20,137
UCD C00-D48 (Neoplasms),2016,21,167
UCD C00-D48 (Neoplasms),2016,22,190
UCD C00-D48 (Neoplasms),2016,23,177
UCD C00-D48 (Neoplasms),2016,24,197
UCD C00-D48 (Neoplasms),2016,25,218
UCD C00-D48 (Neoplasms),2016,26,233
UCD C00-D48 (Neoplasms),2016,27,306
UCD C00-D48 (Neoplasms),2016,28,312
UCD C00-D48 (Neoplasms),2016,29,360
UCD C00-D48 (Neoplasms),2016,30,389
UCD C00-D48 (Neoplasms),2016,31,456
UCD C00-D48 (Neoplasms),2016,32,491
UCD C00-D48 (Neoplasms),2016,33,528
UCD C00-D48 (Neoplasms),2016,34,608
UCD C00-D48 (Neoplasms),2016,35,687
UCD C00-D48 (Neoplasms),2016,36,756
UCD C00-D48 (Neoplasms),2016,37,796
UCD C00-D48 (Neoplasms),2016,38,889
UCD C00-D48 (Neoplasms),2016,39,1045
UCD C00-D48 (Neoplasms),2016,40,1113
UCD C00-D48 (Neoplasms),2016,41,1176
UCD C00-D48 (Neoplasms),2016,42,1316
UCD C00-D48 (Neoplasms),2016,43,1612
UCD C00-D48 (Neoplasms),2016,44,1756
UCD C00-D48 (Neoplasms),2016,45,2177
UCD C00-D48 (Neoplasms),2016,46,2486
UCD C00-D48 (Neoplasms),2016,47,2724
UCD C00-D48 (Neoplasms),2016,48,3036
UCD C00-D48 (Neoplasms),2016,49,3494
UCD C00-D48 (Neoplasms),2016,50,3985
UCD C00-D48 (Neoplasms),2016,51,4798
UCD C00-D48 (Neoplasms),2016,52,5568
UCD C00-D48 (Neoplasms),2016,53,6417
UCD C00-D48 (Neoplasms),2016,54,7184
UCD C00-D48 (Neoplasms),2016,55,8386
UCD C00-D48 (Neoplasms),2016,56,8864
UCD C00-D48 (Neoplasms),2016,57,9925
UCD C00-D48 (Neoplasms),2016,58,10855
UCD C00-D48 (Neoplasms),2016,59,11773
UCD C00-D48 (Neoplasms),2016,60,12467
UCD C00-D48 (Neoplasms),2016,61,13211
UCD C00-D48 (Neoplasms),2016,62,13592
UCD C00-D48 (Neoplasms),2016,63,14049
UCD C00-D48 (Neoplasms),2016,64,14810
UCD C00-D48 (Neoplasms),2016,65,15148
UCD C00-D48 (Neoplasms),2016,66,15529
UCD C00-D48 (Neoplasms),2016,67,16607
UCD C00-D48 (Neoplasms),2016,68,17538
UCD C00-D48 (Neoplasms),2016,69,19303
UCD C00-D48 (Neoplasms),2016,70,15780
UCD C00-D48 (Neoplasms),2016,71,15991
UCD C00-D48 (Neoplasms),2016,72,17075
UCD C00-D48 (Neoplasms),2016,73,18349
UCD C00-D48 (Neoplasms),2016,74,17385
UCD C00-D48 (Neoplasms),2016,75,16945
UCD C00-D48 (Neoplasms),2016,76,16394
UCD C00-D48 (Neoplasms),2016,77,16677
UCD C00-D48 (Neoplasms),2016,78,16591
UCD C00-D48 (Neoplasms),2016,79,15986
UCD C00-D48 (Neoplasms),2016,80,16063
UCD C00-D48 (Neoplasms),2016,81,15732
UCD C00-D48 (Neoplasms),2016,82,14783
UCD C00-D48 (Neoplasms),2016,83,14829
UCD C00-D48 (Neoplasms),2016,84,14660
UCD C00-D48 (Neoplasms),2016,85,14069
UCD C00-D48 (Neoplasms),2016,86,13695
UCD C00-D48 (Neoplasms),2016,87,12633
UCD C00-D48 (Neoplasms),2016,88,11845
UCD C00-D48 (Neoplasms),2016,89,11072
UCD C00-D48 (Neoplasms),2016,90,9321
UCD C00-D48 (Neoplasms),2016,91,8191
UCD C00-D48 (Neoplasms),2016,92,6750
UCD C00-D48 (Neoplasms),2016,93,5595
UCD C00-D48 (Neoplasms),2016,94,4528
UCD C00-D48 (Neoplasms),2016,95,3469
UCD C00-D48 (Neoplasms),2016,96,2570
UCD C00-D48 (Neoplasms),2016,97,1664
UCD C00-D48 (Neoplasms),2016,98,1221
UCD C00-D48 (Neoplasms),2016,99,723
UCD C00-D48 (Neoplasms),2016,100,1280
UCD C00-D48 (Neoplasms),2017,0,98
UCD C00-D48 (Neoplasms),2017,1,83
UCD C00-D48 (Neoplasms),2017,2,97
UCD C00-D48 (Neoplasms),2017,3,94
UCD C00-D48 (Neoplasms),2017,4,95
UCD C00-D48 (Neoplasms),2017,5,94
UCD C00-D48 (Neoplasms),2017,6,85
UCD C00-D48 (Neoplasms),2017,7,103
UCD C00-D48 (Neoplasms),2017,8,75
UCD C00-D48 (Neoplasms),2017,9,92
UCD C00-D48 (Neoplasms),2017,10,105
UCD C00-D48 (Neoplasms),2017,11,74
UCD C00-D48 (Neoplasms),2017,12,88
UCD C00-D48 (Neoplasms),2017,13,105
UCD C00-D48 (Neoplasms),2017,14,96
UCD C00-D48 (Neoplasms),2017,15,118
UCD C00-D48 (Neoplasms),2017,16,106
UCD C00-D48 (Neoplasms),2017,17,120
UCD C00-D48 (Neoplasms),2017,18,119
UCD C00-D48 (Neoplasms),2017,19,130
UCD C00-D48 (Neoplasms),2017,20,165
UCD C00-D48 (Neoplasms),2017,21,166
UCD C00-D48 (Neoplasms),2017,22,134
UCD C00-D48 (Neoplasms),2017,23,197
UCD C00-D48 (Neoplasms),2017,24,199
UCD C00-D48 (Neoplasms),2017,25,220
UCD C00-D48 (Neoplasms),2017,26,243
UCD C00-D48 (Neoplasms),2017,27,263
UCD C00-D48 (Neoplasms),2017,28,302
UCD C00-D48 (Neoplasms),2017,29,334
