age,month,state,dead
all,2022-07,Massachusetts,579
all,2022-07,Michigan,1087
all,2022-07,Minnesota,484
all,2022-07,Mississippi,461
all,2022-07,Missouri,820
all,2022-07,Montana,139
all,2022-07,Nebraska,178
all,2022-07,Nevada,355
all,2022-07,New Hampshire,118
all,2022-07,New Jersey,802
all,2022-07,New Mexico,363
all,2022-07,New York,1683
all,2022-07,North Carolina,1362
all,2022-07,North Dakota,79
all,2022-07,Ohio,1480
all,2022-07,Oklahoma,574
all,2022-07,Oregon,433
all,2022-07,Pennsylvania,1336
all,2022-07,Rhode Island,100
all,2022-07,South Carolina,782
all,2022-07,South Dakota,103
all,2022-07,Tennessee,1075
all,2022-07,Texas,3343
all,2022-07,Utah,283
all,2022-07,Vermont,71
all,2022-07,Virginia,840
all,2022-07,Washington,747
all,2022-07,West Virginia,322
all,2022-07,Wisconsin,555
all,2022-07,Wyoming,61
all,2022-08,Alabama,808
all,2022-08,Alaska,108
all,2022-08,Arizona,860
all,2022-08,Arkansas,457
all,2022-08,California,3658
all,2022-08,Colorado,596
all,2022-08,Connecticut,282
all,2022-08,Delaware,103
all,2022-08,District of Columbia,82
all,2022-08,Florida,2293
all,2022-08,Georgia,1277
all,2022-08,Hawaii,129
all,2022-08,Idaho,177
all,2022-08,Illinois,1253
all,2022-08,Indiana,849
all,2022-08,Iowa,270
all,2022-08,Kansas,296
all,2022-08,Kentucky,636
all,2022-08,Louisiana,721
all,2022-08,Maine,154
all,2022-08,Maryland,611
all,2022-08,Massachusetts,577
all,2022-08,Michigan,1040
all,2022-08,Minnesota,460
all,2022-08,Mississippi,459
all,2022-08,Missouri,802
all,2022-08,Montana,135
all,2022-08,Nebraska,172
all,2022-08,Nevada,363
all,2022-08,New Hampshire,138
all,2022-08,New Jersey,706
all,2022-08,New Mexico,308
all,2022-08,New York,1688
all,2022-08,North Carolina,1388
all,2022-08,North Dakota,86
all,2022-08,Ohio,1452
all,2022-08,Oklahoma,525
all,2022-08,Oregon,456
all,2022-08,Pennsylvania,1313
all,2022-08,Rhode Island,93
all,2022-08,South Carolina,682
all,2022-08,South Dakota,101
all,2022-08,Tennessee,1068
all,2022-08,Texas,3080
all,2022-08,Utah,294
all,2022-08,Vermont,74
all,2022-08,Virginia,881
all,2022-08,Washington,795
all,2022-08,West Virginia,307
all,2022-08,Wisconsin,553
all,2022-08,Wyoming,60
all,2022-09,Alabama,727
all,2022-09,Alaska,94
all,2022-09,Arizona,858
all,2022-09,Arkansas,403
all,2022-09,California,3552
all,2022-09,Colorado,574
all,2022-09,Connecticut,276
all,2022-09,Delaware,107
all,2022-09,District of Columbia,71
all,2022-09,Florida,2277
all,2022-09,Georgia,1314
all,2022-09,Hawaii,124
all,2022-09,Idaho,170
all,2022-09,Illinois,1255
all,2022-09,Indiana,803
all,2022-09,Iowa,283
all,2022-09,Kansas,314
all,2022-09,Kentucky,627
all,2022-09,Louisiana,668
all,2022-09,Maine,167
all,2022-09,Maryland,609
all,2022-09,Massachusetts,506
all,2022-09,Michigan,1002
all,2022-09,Minnesota,478
all,2022-09,Mississippi,461
all,2022-09,Missouri,727
all,2022-09,Montana,138
all,2022-09,Nebraska,166
all,2022-09,Nevada,372
all,2022-09,New Hampshire,104
all,2022-09,New Jersey,723
all,2022-09,New Mexico,367
all,2022-09,New York,1636
all,2022-09,North Carolina,1301
all,2022-09,North Dakota,94
all,2022-09,Ohio,1312
all,2022-09,Oklahoma,579
all,2022-09,Oregon,398
all,2022-09,Pennsylvania,1243
all,2022-09,Rhode Island,69
all,2022-09,South Carolina,705
all,2022-09,South Dakota,115
all,2022-09,Tennessee,1082
all,2022-09,Texas,2988
all,2022-09,Utah,250
all,2022-09,Vermont,49
all,2022-09,Virginia,836
all,2022-09,Washington,738
all,2022-09,West Virginia,303
all,2022-09,Wisconsin,535
all,2022-09,Wyoming,64
all,2022-10,Alabama,774
all,2022-10,Alaska,119
all,2022-10,Arizona,809
all,2022-10,Arkansas,406
all,2022-10,California,3287
all,2022-10,Colorado,603
all,2022-10,Connecticut,326
all,2022-10,Delaware,120
all,2022-10,District of Columbia,86
all,2022-10,Florida,2304
all,2022-10,Georgia,1409
all,2022-10,Hawaii,121
all,2022-10,Idaho,172
all,2022-10,Illinois,1238
all,2022-10,Indiana,839
all,2022-10,Iowa,287
all,2022-10,Kansas,293
all,2022-10,Kentucky,681
all,2022-10,Louisiana,692
all,2022-10,Maine,158
all,2022-10,Maryland,588
all,2022-10,Massachusetts,574
all,2022-10,Michigan,1099
all,2022-10,Minnesota,462
all,2022-10,Mississippi,516
all,2022-10,Missouri,752
all,2022-10,Montana,133
all,2022-10,Nebraska,161
all,2022-10,Nevada,352
all,2022-10,New Hampshire,120
all,2022-10,New Jersey,725
all,2022-10,New Mexico,324
all,2022-10,New York,1638
all,2022-10,North Carolina,1344
all,2022-10,North Dakota,82
all,2022-10,Ohio,1446
all,2022-10,Oklahoma,557
all,2022-10,Oregon,426
all,2022-10,Pennsylvania,1251
all,2022-10,Rhode Island,88
all,2022-10,South Carolina,745
all,2022-10,South Dakota,98
all,2022-10,Tennessee,1002
all,2022-10,Texas,3056
all,2022-10,Utah,251
all,2022-10,Vermont,60
all,2022-10,Virginia,875
all,2022-10,Washington,709
all,2022-10,West Virginia,316
all,2022-10,Wisconsin,553
all,2022-10,Wyoming,61
all,2022-11,Alabama,746
all,2022-11,Alaska,107
all,2022-11,Arizona,831
all,2022-11,Arkansas,424
all,2022-11,California,3343
all,2022-11,Colorado,622
all,2022-11,Connecticut,318
all,2022-11,Delaware,121
all,2022-11,District of Columbia,63
all,2022-11,Florida,2176
all,2022-11,Georgia,1317
all,2022-11,Hawaii,130
all,2022-11,Idaho,181
all,2022-11,Illinois,1330
all,2022-11,Indiana,861
all,2022-11,Iowa,283
all,2022-11,Kansas,300
all,2022-11,Kentucky,706
all,2022-11,Louisiana,683
all,2022-11,Maine,174
all,2022-11,Maryland,663
all,2022-11,Massachusetts,496
all,2022-11,Michigan,1044
all,2022-11,Minnesota,464
all,2022-11,Mississippi,462
all,2022-11,Missouri,785
all,2022-11,Montana,118
all,2022-11,Nebraska,174
all,2022-11,Nevada,350
all,2022-11,New Hampshire,116
all,2022-11,New Jersey,747
all,2022-11,New Mexico,314
all,2022-11,New York,1682
all,2022-11,North Carolina,1334
all,2022-11,North Dakota,76
all,2022-11,Ohio,1382
all,2022-11,Oklahoma,531
all,2022-11,Oregon,444
all,2022-11,Pennsylvania,1300
all,2022-11,Rhode Island,92
all,2022-11,South Carolina,679
all,2022-11,South Dakota,101
all,2022-11,Tennessee,1121
all,2022-11,Texas,3015
all,2022-11,Utah,314
all,2022-11,Vermont,53
all,2022-11,Virginia,863
all,2022-11,Washington,792
all,2022-11,West Virginia,312
all,2022-11,Wisconsin,534
all,2022-11,Wyoming,62
all,2022-12,Alabama,732
all,2022-12,Alaska,105
all,2022-12,Arizona,932
all,2022-12,Arkansas,459
all,2022-12,California,3555
all,2022-12,Colorado,659
all,2022-12,Connecticut,308
all,2022-12,Delaware,159
all,2022-12,District of Columbia,69
all,2022-12,Florida,2375
all,2022-12,Georgia,1429
all,2022-12,Hawaii,125
all,2022-12,Idaho,169
all,2022-12,Illinois,1328
all,2022-12,Indiana,851
all,2022-12,Iowa,293
all,2022-12,Kansas,360
all,2022-12,Kentucky,707
all,2022-12,Louisiana,777
all,2022-12,Maine,179
all,2022-12,Maryland,686
all,2022-12,Massachusetts,577
all,2022-12,Michigan,1167
all,2022-12,Minnesota,507
all,2022-12,Mississippi,518
all,2022-12,Missouri,819
all,2022-12,Montana,112
all,2022-12,Nebraska,182
all,2022-12,Nevada,356
all,2022-12,New Hampshire,118
all,2022-12,New Jersey,782
all,2022-12,New Mexico,370
all,2022-12,New York,1707
all,2022-12,North Carolina,1385
all,2022-12,North Dakota,84
all,2022-12,Ohio,1512
all,2022-12,Oklahoma,617
all,2022-12,Oregon,479
all,2022-12,Pennsylvania,1428
all,2022-12,Rhode Island,81
all,2022-12,South Carolina,752
all,2022-12,South Dakota,121
all,2022-12,Tennessee,1167
all,2022-12,Texas,3161
all,2022-12,Utah,280
all,2022-12,Vermont,69
all,2022-12,Virginia,898
all,2022-12,Washington,826
all,2022-12,West Virginia,339
all,2022-12,Wisconsin,586
all,2022-12,Wyoming,61
all,2023-01,Alabama,795
all,2023-01,Alaska,106
all,2023-01,Arizona,844
all,2023-01,Arkansas,425
all,2023-01,California,3595
all,2023-01,Colorado,535
all,2023-01,Connecticut,284
all,2023-01,Delaware,129
all,2023-01,District of Columbia,87
all,2023-01,Florida,2358
all,2023-01,Georgia,1382
all,2023-01,Hawaii,110
all,2023-01,Idaho,169
all,2023-01,Illinois,1218
all,2023-01,Indiana,852
all,2023-01,Iowa,295
all,2023-01,Kansas,341
all,2023-01,Kentucky,682
all,2023-01,Louisiana,725
all,2023-01,Maine,155
all,2023-01,Maryland,631
all,2023-01,Massachusetts,550
all,2023-01,Michigan,1031
all,2023-01,Minnesota,479
all,2023-01,Mississippi,451
all,2023-01,Missouri,790
all,2023-01,Montana,112
all,2023-01,Nebraska,172
all,2023-01,Nevada,373
all,2023-01,New Hampshire,139
all,2023-01,New Jersey,738
all,2023-01,New Mexico,357
all,2023-01,New York,1618
all,2023-01,North Carolina,1386
all,2023-01,North Dakota,81
all,2023-01,Ohio,1434
all,2023-01,Oklahoma,585
all,2023-01,Oregon,435
all,2023-01,Pennsylvania,1337
all,2023-01,Rhode Island,90
all,2023-01,South Carolina,700
all,2023-01,South Dakota,119
all,2023-01,Tennessee,1093
all,2023-01,Texas,3134
all,2023-01,Utah,283
all,2023-01,Vermont,61
all,2023-01,Virginia,862
all,2023-01,Washington,807
all,2023-01,West Virginia,294
all,2023-01,Wisconsin,578
all,2023-01,Wyoming,59
all,2023-02,Alabama,690
all,2023-02,Alaska,90
all,2023-02,Arizona,785
all,2023-02,Arkansas,387
all,2023-02,California,3012
all,2023-02,Colorado,494
all,2023-02,Connecticut,258
all,2023-02,Delaware,109
all,2023-02,District of Columbia,69
all,2023-02,Florida,2046
all,2023-02,Georgia,1206
all,2023-02,Hawaii,121
all,2023-02,Idaho,148
all,2023-02,Illinois,1095
all,2023-02,Indiana,728
all,2023-02,Iowa,258
all,2023-02,Kansas,264
all,2023-02,Kentucky,640
all,2023-02,Louisiana,629
all,2023-02,Maine,138
all,2023-02,Maryland,573
all,2023-02,Massachusetts,516
all,2023-02,Michigan,942
all,2023-02,Minnesota,433
all,2023-02,Mississippi,458
all,2023-02,Missouri,662
all,2023-02,Montana,87
all,2023-02,Nebraska,150
all,2023-02,Nevada,313
all,2023-02,New Hampshire,100
all,2023-02,New Jersey,687
all,2023-02,New Mexico,284
all,2023-02,New York,1449
all,2023-02,North Carolina,1167
all,2023-02,North Dakota,58
all,2023-02,Ohio,1246
all,2023-02,Oklahoma,471
all,2023-02,Oregon,376
all,2023-02,Pennsylvania,1123
all,2023-02,Rhode Island,87
all,2023-02,South Carolina,654
all,2023-02,South Dakota,89
all,2023-02,Tennessee,1023
all,2023-02,Texas,2736
all,2023-02,Utah,275
all,2023-02,Vermont,60
all,2023-02,Virginia,771
all,2023-02,Washington,677
all,2023-02,West Virginia,270
all,2023-02,Wisconsin,470
all,2023-02,Wyoming,52
all,2023-03,Alabama,778
all,2023-03,Alaska,104
all,2023-03,Arizona,868
all,2023-03,Arkansas,412
all,2023-03,California,3381
all,2023-03,Colorado,532
all,2023-03,Connecticut,266
all,2023-03,Delaware,122
all,2023-03,District of Columbia,101
all,2023-03,Florida,2213
all,2023-03,Georgia,1317
all,2023-03,Hawaii,121
all,2023-03,Idaho,165
all,2023-03,Illinois,1220
all,2023-03,Indiana,790
all,2023-03,Iowa,260
all,2023-03,Kansas,312
all,2023-03,Kentucky,635
all,2023-03,Louisiana,705
all,2023-03,Maine,127
all,2023-03,Maryland,606
all,2023-03,Massachusetts,528
all,2023-03,Michigan,986
all,2023-03,Minnesota,437
all,2023-03,Mississippi,471
all,2023-03,Missouri,779
all,2023-03,Montana,116
all,2023-03,Nebraska,171
all,2023-03,Nevada,352
all,2023-03,New Hampshire,110
all,2023-03,New Jersey,686
all,2023-03,New Mexico,329
all,2023-03,New York,1555
all,2023-03,North Carolina,1301
all,2023-03,North Dakota,75
all,2023-03,Ohio,1335
all,2023-03,Oklahoma,560
all,2023-03,Oregon,441
all,2023-03,Pennsylvania,1245
all,2023-03,Rhode Island,78
all,2023-03,South Carolina,751
all,2023-03,South Dakota,81
all,2023-03,Tennessee,1108
all,2023-03,Texas,3017
all,2023-03,Utah,285
all,2023-03,Vermont,54
all,2023-03,Virginia,847
all,2023-03,Washington,786
all,2023-03,West Virginia,297
all,2023-03,Wisconsin,549
all,2023-03,Wyoming,57
all,2023-04,Alabama,753
all,2023-04,Alaska,124
all,2023-04,Arizona,810
all,2023-04,Arkansas,407
all,2023-04,California,3281
all,2023-04,Colorado,611
all,2023-04,Connecticut,276
all,2023-04,Delaware,113
all,2023-04,District of Columbia,69
all,2023-04,Florida,2194
all,2023-04,Georgia,1228
all,2023-04,Hawaii,119
all,2023-04,Idaho,168
all,2023-04,Illinois,1237
all,2023-04,Indiana,799
all,2023-04,Iowa,263
all,2023-04,Kansas,298
all,2023-04,Kentucky,636
all,2023-04,Louisiana,686
all,2023-04,Maine,138
all,2023-04,Maryland,587
all,2023-04,Massachusetts,479
all,2023-04,Michigan,1001
all,2023-04,Minnesota,436
all,2023-04,Mississippi,430
all,2023-04,Missouri,731
all,2023-04,Montana,113
all,2023-04,Nebraska,163
all,2023-04,Nevada,406
all,2023-04,New Hampshire,123
all,2023-04,New Jersey,686
all,2023-04,New Mexico,315
all,2023-04,New York,1488
all,2023-04,North Carolina,1297
all,2023-04,North Dakota,78
all,2023-04,Ohio,1363
all,2023-04,Oklahoma,538
all,2023-04,Oregon,444
all,2023-04,Pennsylvania,1190
all,2023-04,Rhode Island,91
all,2023-04,South Carolina,693
all,2023-04,South Dakota,100
all,2023-04,Tennessee,1031
all,2023-04,Texas,2850
all,2023-04,Utah,275
all,2023-04,Vermont,69
all,2023-04,Virginia,810
all,2023-04,Washington,785
all,2023-04,West Virginia,267
all,2023-04,Wisconsin,471
all,2023-04,Wyoming,70
all,2023-05,Alabama,817
all,2023-05,Alaska,106
all,2023-05,Arizona,857
all,2023-05,Arkansas,444
all,2023-05,California,3276
all,2023-05,Colorado,633
all,2023-05,Connecticut,306
all,2023-05,Delaware,126
all,2023-05,District of Columbia,85
all,2023-05,Florida,2229
all,2023-05,Georgia,1292
all,2023-05,Hawaii,111
all,2023-05,Idaho,181
all,2023-05,Illinois,1233
all,2023-05,Indiana,809
all,2023-05,Iowa,265
all,2023-05,Kansas,294
all,2023-05,Kentucky,670
all,2023-05,Louisiana,704
all,2023-05,Maine,141
all,2023-05,Maryland,645
all,2023-05,Massachusetts,546
all,2023-05,Michigan,1044
all,2023-05,Minnesota,429
all,2023-05,Mississippi,436
all,2023-05,Missouri,730
all,2023-05,Montana,101
all,2023-05,Nebraska,157
all,2023-05,Nevada,330
all,2023-05,New Hampshire,110
all,2023-05,New Jersey,697
all,2023-05,New Mexico,334
all,2023-05,New York,1593
all,2023-05,North Carolina,1380
all,2023-05,North Dakota,69
all,2023-05,Ohio,1359
all,2023-05,Oklahoma,552
all,2023-05,Oregon,435
all,2023-05,Pennsylvania,1265
all,2023-05,Rhode Island,85
all,2023-05,South Carolina,663
all,2023-05,South Dakota,103
all,2023-05,Tennessee,1089
all,2023-05,Texas,2978
all,2023-05,Utah,270
all,2023-05,Vermont,64
all,2023-05,Virginia,827
all,2023-05,Washington,798
all,2023-05,West Virginia,268
all,2023-05,Wisconsin,565
all,2023-05,Wyoming,82
all,2023-06,Alabama,717
all,2023-06,Alaska,103
all,2023-06,Arizona,772
all,2023-06,Arkansas,396
all,2023-06,California,3194
all,2023-06,Colorado,574
all,2023-06,Connecticut,284
all,2023-06,Delaware,107
all,2023-06,District of Columbia,79
all,2023-06,Florida,2105
all,2023-06,Georgia,1288
all,2023-06,Hawaii,121
all,2023-06,Idaho,152
all,2023-06,Illinois,1191
all,2023-06,Indiana,764
all,2023-06,Iowa,276
all,2023-06,Kansas,266
all,2023-06,Kentucky,615
all,2023-06,Louisiana,673
all,2023-06,Maine,138
all,2023-06,Maryland,596
all,2023-06,Massachusetts,504
all,2023-06,Michigan,982
all,2023-06,Minnesota,469
all,2023-06,Mississippi,426
all,2023-06,Missouri,676
all,2023-06,Montana,125
all,2023-06,Nebraska,144
all,2023-06,Nevada,348
all,2023-06,New Hampshire,123
all,2023-06,New Jersey,715
all,2023-06,New Mexico,369
all,2023-06,New York,1539
all,2023-06,North Carolina,1284
all,2023-06,North Dakota,74
all,2023-06,Ohio,1334
all,2023-06,Oklahoma,518
all,2023-06,Oregon,437
all,2023-06,Pennsylvania,1203
all,2023-06,Rhode Island,82
all,2023-06,South Carolina,664
all,2023-06,South Dakota,88
all,2023-06,Tennessee,1029
all,2023-06,Texas,3053
all,2023-06,Utah,300
all,2023-06,Vermont,61
all,2023-06,Virginia,792
all,2023-06,Washington,744
all,2023-06,West Virginia,281
all,2023-06,Wisconsin,505
all,2023-06,Wyoming,59
all,2023-07,Alabama,754
all,2023-07,Alaska,92
all,2023-07,Arizona,967
all,2023-07,Arkansas,430
all,2023-07,California,3415
all,2023-07,Colorado,603
all,2023-07,Connecticut,292
all,2023-07,Delaware,110
all,2023-07,District of Columbia,83
all,2023-07,Florida,2309
all,2023-07,Georgia,1302
all,2023-07,Hawaii,115
all,2023-07,Idaho,193
all,2023-07,Illinois,1183
all,2023-07,Indiana,845
all,2023-07,Iowa,271
all,2023-07,Kansas,261
all,2023-07,Kentucky,665
all,2023-07,Louisiana,667
all,2023-07,Maine,138
all,2023-07,Maryland,615
all,2023-07,Massachusetts,543
all,2023-07,Michigan,1023
all,2023-07,Minnesota,433
all,2023-07,Mississippi,461
all,2023-07,Missouri,719
all,2023-07,Montana,130
all,2023-07,Nebraska,169
all,2023-07,Nevada,417
all,2023-07,New Hampshire,119
all,2023-07,New Jersey,764
all,2023-07,New Mexico,348
all,2023-07,New York,1595
all,2023-07,North Carolina,1293
all,2023-07,North Dakota,88
all,2023-07,Ohio,1379
all,2023-07,Oklahoma,553
all,2023-07,Oregon,495
all,2023-07,Pennsylvania,1234
all,2023-07,Rhode Island,101
all,2023-07,South Carolina,691
all,2023-07,South Dakota,96
all,2023-07,Tennessee,1006
all,2023-07,Texas,3123
all,2023-07,Utah,275
all,2023-07,Vermont,65
all,2023-07,Virginia,883
all,2023-07,Washington,794
all,2023-07,West Virginia,261
all,2023-07,Wisconsin,537
all,2023-07,Wyoming,54
all,2023-08,Alabama,751
all,2023-08,Alaska,100
all,2023-08,Arizona,814
all,2023-08,Arkansas,422
all,2023-08,California,3289
all,2023-08,Colorado,581
all,2023-08,Connecticut,311
all,2023-08,Delaware,100
all,2023-08,District of Columbia,90
all,2023-08,Florida,2203
all,2023-08,Georgia,1374
all,2023-08,Hawaii,152
all,2023-08,Idaho,182
all,2023-08,Illinois,1178
all,2023-08,Indiana,810
all,2023-08,Iowa,281
all,2023-08,Kansas,301
all,2023-08,Kentucky,636
all,2023-08,Louisiana,672
all,2023-08,Maine,131
all,2023-08,Maryland,620
all,2023-08,Massachusetts,566
all,2023-08,Michigan,1012
all,2023-08,Minnesota,464
all,2023-08,Mississippi,496
all,2023-08,Missouri,726
all,2023-08,Montana,85
all,2023-08,Nebraska,177
all,2023-08,Nevada,403
all,2023-08,New Hampshire,115
all,2023-08,New Jersey,688
all,2023-08,New Mexico,350
all,2023-08,New York,1557
all,2023-08,North Carolina,1254
all,2023-08,North Dakota,85
all,2023-08,Ohio,1331
all,2023-08,Oklahoma,534
all,2023-08,Oregon,459
all,2023-08,Pennsylvania,1169
all,2023-08,Rhode Island,82
all,2023-08,South Carolina,635
all,2023-08,South Dakota,97
all,2023-08,Tennessee,1042
all,2023-08,Texas,3094
all,2023-08,Utah,252
all,2023-08,Vermont,67
all,2023-08,Virginia,881
all,2023-08,Washington,795
all,2023-08,West Virginia,289
all,2023-08,Wisconsin,538
all,2023-08,Wyoming,69
all,2023-09,Alabama,724
all,2023-09,Alaska,117
all,2023-09,Arizona,767
all,2023-09,Arkansas,395
all,2023-09,California,3132
all,2023-09,Colorado,603
all,2023-09,Connecticut,287
all,2023-09,Delaware,108
all,2023-09,District of Columbia,99
all,2023-09,Florida,2125
all,2023-09,Georgia,1226
all,2023-09,Hawaii,100
all,2023-09,Idaho,158
all,2023-09,Illinois,1080
all,2023-09,Indiana,772
all,2023-09,Iowa,256
all,2023-09,Kansas,287
all,2023-09,Kentucky,583
all,2023-09,Louisiana,631
all,2023-09,Maine,149
all,2023-09,Maryland,596
all,2023-09,Massachusetts,493
all,2023-09,Michigan,911
all,2023-09,Minnesota,462
all,2023-09,Mississippi,460
all,2023-09,Missouri,686
all,2023-09,Montana,108
all,2023-09,Nebraska,132
all,2023-09,Nevada,311
all,2023-09,New Hampshire,130
all,2023-09,New Jersey,657
all,2023-09,New Mexico,314
all,2023-09,New York,1412
all,2023-09,North Carolina,1266
all,2023-09,North Dakota,72
all,2023-09,Ohio,1268
all,2023-09,Oklahoma,502
all,2023-09,Oregon,448
all,2023-09,Pennsylvania,1089
all,2023-09,Rhode Island,79
all,2023-09,South Carolina,654
all,2023-09,South Dakota,98
all,2023-09,Tennessee,1049
all,2023-09,Texas,2912
all,2023-09,Utah,264
all,2023-09,Vermont,52
all,2023-09,Virginia,758
all,2023-09,Washington,742
all,2023-09,West Virginia,263
all,2023-09,Wisconsin,522
all,2023-09,Wyoming,54
all,2023-10,Alabama,688
all,2023-10,Alaska,112
all,2023-10,Arizona,781
all,2023-10,Arkansas,417
all,2023-10,California,3268
all,2023-10,Colorado,579
all,2023-10,Connecticut,286
all,2023-10,Delaware,112
all,2023-10,District of Columbia,83
all,2023-10,Florida,2145
all,2023-10,Georgia,1208
all,2023-10,Hawaii,115
all,2023-10,Idaho,164
all,2023-10,Illinois,1132
all,2023-10,Indiana,769
all,2023-10,Iowa,257
all,2023-10,Kansas,304
all,2023-10,Kentucky,587
all,2023-10,Louisiana,661
all,2023-10,Maine,154
all,2023-10,Maryland,591
all,2023-10,Massachusetts,468
all,2023-10,Michigan,973
all,2023-10,Minnesota,424
all,2023-10,Mississippi,433
all,2023-10,Missouri,738
all,2023-10,Montana,134
all,2023-10,Nebraska,154
all,2023-10,Nevada,363
all,2023-10,New Hampshire,99
all,2023-10,New Jersey,670
all,2023-10,New Mexico,336
all,2023-10,New York,1522
all,2023-10,North Carolina,1256
all,2023-10,North Dakota,75
all,2023-10,Ohio,1250
all,2023-10,Oklahoma,479
all,2023-10,Oregon,445
all,2023-10,Pennsylvania,1204
all,2023-10,Rhode Island,83
all,2023-10,South Carolina,644
all,2023-10,South Dakota,93
all,2023-10,Tennessee,1011
all,2023-10,Texas,2901
all,2023-10,Utah,259
all,2023-10,Vermont,61
all,2023-10,Virginia,755
all,2023-10,Washington,699
all,2023-10,West Virginia,261
all,2023-10,Wisconsin,526
all,2023-10,Wyoming,56
all,2023-11,Alabama,675
all,2023-11,Alaska,124
all,2023-11,Arizona,757
all,2023-11,Arkansas,373
all,2023-11,California,3130
all,2023-11,Colorado,584
all,2023-11,Connecticut,261
all,2023-11,Delaware,109
all,2023-11,District of Columbia,82
all,2023-11,Florida,1927
all,2023-11,Georgia,1191
all,2023-11,Hawaii,96
all,2023-11,Idaho,151
all,2023-11,Illinois,1157
all,2023-11,Indiana,713
all,2023-11,Iowa,235
all,2023-11,Kansas,263
all,2023-11,Kentucky,616
all,2023-11,Louisiana,647
all,2023-11,Maine,137
all,2023-11,Maryland,611
all,2023-11,Massachusetts,473
all,2023-11,Michigan,936
all,2023-11,Minnesota,421
all,2023-11,Mississippi,460
all,2023-11,Missouri,660
all,2023-11,Montana,116
all,2023-11,Nebraska,170
all,2023-11,Nevada,346
all,2023-11,New Hampshire,109
all,2023-11,New Jersey,635
all,2023-11,New Mexico,318
all,2023-11,New York,1481
all,2023-11,North Carolina,1215
all,2023-11,North Dakota,67
all,2023-11,Ohio,1255
all,2023-11,Oklahoma,505
all,2023-11,Oregon,420
all,2023-11,Pennsylvania,1140
all,2023-11,Rhode Island,88
all,2023-11,South Carolina,668
all,2023-11,South Dakota,88
all,2023-11,Tennessee,965
all,2023-11,Texas,2835
all,2023-11,Utah,307
all,2023-11,Vermont,44
all,2023-11,Virginia,761
all,2023-11,Washington,740
all,2023-11,West Virginia,255
all,2023-11,Wisconsin,497
all,2023-11,Wyoming,67
all,2023-12,Alabama,779
all,2023-12,Alaska,112
all,2023-12,Arizona,762
all,2023-12,Arkansas,403
all,2023-12,California,3313
all,2023-12,Colorado,591
all,2023-12,Connecticut,269
all,2023-12,Delaware,114
all,2023-12,District of Columbia,87
all,2023-12,Florida,2171
all,2023-12,Georgia,1285
all,2023-12,Hawaii,124
all,2023-12,Idaho,156
all,2023-12,Illinois,1229
all,2023-12,Indiana,724
all,2023-12,Iowa,289
all,2023-12,Kansas,296
all,2023-12,Kentucky,683
all,2023-12,Louisiana,682
all,2023-12,Maine,149
all,2023-12,Maryland,608
all,2023-12,Massachusetts,486
all,2023-12,Michigan,989
all,2023-12,Minnesota,499
all,2023-12,Mississippi,472
all,2023-12,Missouri,672
all,2023-12,Montana,113
all,2023-12,Nebraska,176
all,2023-12,Nevada,401
all,2023-12,New Hampshire,130
all,2023-12,New Jersey,714
all,2023-12,New Mexico,343
all,2023-12,New York,1502
all,2023-12,North Carolina,1365
all,2023-12,North Dakota,69
all,2023-12,Ohio,1236
all,2023-12,Oklahoma,528
all,2023-12,Oregon,467
all,2023-12,Pennsylvania,1178
all,2023-12,Rhode Island,98
all,2023-12,South Carolina,748
all,2023-12,South Dakota,95
all,2023-12,Tennessee,1018
all,2023-12,Texas,3069
all,2023-12,Utah,294
all,2023-12,Vermont,58
all,2023-12,Virginia,776
all,2023-12,Washington,756
all,2023-12,West Virginia,312
all,2023-12,Wisconsin,507
all,2023-12,Wyoming,57
all,2024-01,Alabama,762
all,2024-01,Alaska,122
all,2024-01,Arizona,834
all,2024-01,Arkansas,381
all,2024-01,California,3304
all,2024-01,Colorado,572
all,2024-01,Connecticut,269
all,2024-01,Delaware,111
all,2024-01,District of Columbia,63
all,2024-01,Florida,2178
all,2024-01,Georgia,1310
all,2024-01,Hawaii,142
all,2024-01,Idaho,151
all,2024-01,Illinois,1113
all,2024-01,Indiana,795
all,2024-01,Iowa,282
all,2024-01,Kansas,278
all,2024-01,Kentucky,632
all,2024-01,Louisiana,648
all,2024-01,Maine,167
all,2024-01,Maryland,599
all,2024-01,Massachusetts,517
all,2024-01,Michigan,951
all,2024-01,Minnesota,407
all,2024-01,Mississippi,547
all,2024-01,Missouri,726
all,2024-01,Montana,131
all,2024-01,Nebraska,161
all,2024-01,Nevada,373
all,2024-01,New Hampshire,124
all,2024-01,New Jersey,727
all,2024-01,New Mexico,308
all,2024-01,New York,1567
all,2024-01,North Carolina,1276
all,2024-01,North Dakota,75
all,2024-01,Ohio,1303
all,2024-01,Oklahoma,557
all,2024-01,Oregon,462
all,2024-01,Pennsylvania,1209
all,2024-01,Rhode Island,95
all,2024-01,South Carolina,732
all,2024-01,South Dakota,108
all,2024-01,Tennessee,1093
all,2024-01,Texas,3006
all,2024-01,Utah,301
all,2024-01,Vermont,68
all,2024-01,Virginia,778
all,2024-01,Washington,787
all,2024-01,West Virginia,271
all,2024-01,Wisconsin,523
all,2024-01,Wyoming,64
all,2024-02,Alabama,708
all,2024-02,Alaska,108
all,2024-02,Arizona,740
all,2024-02,Arkansas,376
all,2024-02,California,2983
all,2024-02,Colorado,544
all,2024-02,Connecticut,288
all,2024-02,Delaware,75
