outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,MAR 2023,202311,30-49,vaccinated,7144,23899401,5629,8696338,29.89196256,64.72839487,2.165411345,,,,,,,,1
case,MAR 2023,202311,30-49,vax with updated booster,1568,4200286,5629,8696338,37.33079128,64.72839487,1.733914354,,,,,,,,1
case,MAR 2023,202311,5-11,vaccinated,504,3492989,1599,8816271,14.42890315,18.13691979,1.256985344,,,,,,,,0
case,MAR 2023,202311,5-11,vax with updated booster,61,499368,1599,8816271,12.21544032,18.13691979,1.484753666,,,,,,,,0
case,MAR 2023,202311,50-64,vaccinated,6258,18035584,3604,4203318.4,34.69807243,85.74177964,2.471081925,,,,,,,,1
case,MAR 2023,202311,50-64,vax with updated booster,2135,5192184,3604,4203318.4,41.11949808,85.74177964,2.085185463,,,,,,,,1
case,MAR 2023,202311,65-79,vaccinated,4780,11193555,2464,1310772.05,42.7031448,187.9808163,4.402036834,,,,,,,,1
case,MAR 2023,202311,65-79,vax with updated booster,3323,6713405,2464,1310772.05,49.49798202,187.9808163,3.797747073,,,,,,,,1
case,MAR 2023,202311,80+,vaccinated,2514,3386766,1290,554954.45,74.23010624,232.4515102,3.131499091,,,,,,,,1
case,MAR 2023,202311,80+,vax with updated booster,2006,2016649,1290,554954.45,99.47194579,232.4515102,2.336854963,,,,,,,,1
case,MAR 2023,202311,all_ages,vaccinated,24375,70535181,16991,22457350.9,,,,33.67325329,89.22356511,2.649686514,35.39121509,96.51540937,2.727100754,,1
case,MAR 2023,202311,all_ages,vax with updated booster,9512,19660080,16991,22457350.9,,,,41.09461066,89.22356511,2.171174362,42.78127905,96.51540937,2.256019724,0.8272593965,1
case,MAR 2023,202312,0.5-4,vaccinated,99,352463,2015,5055162,28.08805463,39.86024582,1.419117356,,,,,,,,0
case,MAR 2023,202312,0.5-4,vax with updated booster,5,47301,2015,5055162,10.57060104,39.86024582,3.770858975,,,,,,,,0
case,MAR 2023,202312,12-17,vaccinated,847,6032108,1222,4199090.65,14.04152578,29.10153892,2.072533952,,,,,,,,1
case,MAR 2023,202312,12-17,vax with updated booster,133,759507,1222,4199090.65,17.51135934,29.10153892,1.661866355,,,,,,,,1
case,MAR 2023,202312,18-29,vaccinated,3959,14013372,4125,7685460,28.25158713,53.67277951,1.899814664,,,,,,,,1
case,MAR 2023,202312,18-29,vax with updated booster,546,1551305,4125,7685460,35.19617354,53.67277951,1.524960645,,,,,,,,1
case,MAR 2023,202312,30-49,vaccinated,6791,23882166,5612,8689278,28.43544426,64.58534299,2.271297132,,,,,,,,1
case,MAR 2023,202312,30-49,vax with updated booster,1559,4226377,5612,8689278,36.88738605,64.58534299,1.750878821,,,,,,,,1
case,MAR 2023,202312,5-11,vaccinated,449,3488661,1574,8813272,12.87026742,17.85942837,1.387650139,,,,,,,,0
case,MAR 2023,202312,5-11,vax with updated booster,81,506283,1574,8813272,15.99895711,17.85942837,1.116287034,,,,,,,,0
case,MAR 2023,202312,50-64,vaccinated,6017,18011573,3420,4201238.4,33.40629938,81.40456871,2.436802945,,,,,,,,1
case,MAR 2023,202312,50-64,vax with updated booster,2043,5220029,3420,4201238.4,39.1377136,81.40456871,2.079952077,,,,,,,,1
case,MAR 2023,202312,65-79,vaccinated,4832,11172936,2475,1310698.05,43.2473613,188.8306769,4.366293601,,,,,,,,1
case,MAR 2023,202312,65-79,vax with updated booster,3246,6738572,2475,1310698.05,48.17044323,188.8306769,3.920052718,,,,,,,,1
case,MAR 2023,202312,80+,vaccinated,2348,3381781,1252,554930.45,69.43087089,225.6138585,3.249474701,,,,,,,,1
case,MAR 2023,202312,80+,vax with updated booster,1845,2023405,1252,554930.45,91.18293174,225.6138585,2.474299237,,,,,,,,1
case,MAR 2023,202312,all_ages,vaccinated,23947,70461828,16884,22441604.9,,,,33.09853966,88.43682836,2.671925386,35.39121509,96.51540937,2.727100754,,1
case,MAR 2023,202312,all_ages,vax with updated booster,9239,19759688,16884,22441604.9,,,,40.83092606,88.43682836,2.165927567,42.78127905,96.51540937,2.256019724,0.8272593965,1
case,MAR 2023,202313,0.5-4,vaccinated,83,352939,1749,5050010,23.51681169,34.63359478,1.472716423,,,,,,,,0
case,MAR 2023,202313,0.5-4,vax with updated booster,1,50123,1749,5050010,1.995092073,34.63359478,17.35939671,,,,,,,,0
case,MAR 2023,202313,12-17,vaccinated,762,6026818,1036,4197207.65,12.64348782,24.68307709,1.952236395,,,,,,,,1
case,MAR 2023,202313,12-17,vax with updated booster,95,766595,1036,4197207.65,12.39246277,24.68307709,1.991781419,,,,,,,,1
case,MAR 2023,202313,18-29,vaccinated,3180,14007191,3499,7679430,22.70262467,45.56327748,2.006960787,,,,,,,,1
case,MAR 2023,202313,18-29,vax with updated booster,440,1563899,3499,7679430,28.13480922,45.56327748,1.61946282,,,,,,,,1
case,MAR 2023,202313,30-49,vaccinated,5817,23866267,5027,8682658,24.37331318,57.89701725,2.375426633,,,,,,,,1
case,MAR 2023,202313,30-49,vax with updated booster,1416,4250258,5027,8682658,33.3156246,57.89701725,1.737833762,,,,,,,,1
case,MAR 2023,202313,5-11,vaccinated,443,3483917,1375,8810456,12.71557273,15.60645669,1.227349882,,,,,,,,0
case,MAR 2023,202313,5-11,vax with updated booster,71,513504,1375,8810456,13.82657194,15.60645669,1.128729287,,,,,,,,0
case,MAR 2023,202313,50-64,vaccinated,5264,17989988,3021,4199424.4,29.26071991,71.93843042,2.458532485,,,,,,,,1
case,MAR 2023,202313,50-64,vax with updated booster,1864,5244927,3021,4199424.4,35.53910283,71.93843042,2.024205022,,,,,,,,1
case,MAR 2023,202313,65-79,vaccinated,4130,11154960,2301,1310603.05,37.02388892,175.5680334,4.742020313,,,,,,,,1
case,MAR 2023,202313,65-79,vax with updated booster,2865,6760600,2301,1310603.05,42.37789545,175.5680334,4.142915345,,,,,,,,1
case,MAR 2023,202313,80+,vaccinated,1965,3377589,1094,554905.45,58.17759354,197.1507038,3.388773783,,,,,,,,1
case,MAR 2023,202313,80+,vax with updated booster,1613,2029138,1094,554905.45,79.49188276,197.1507038,2.480136297,,,,,,,,1
case,MAR 2023,202313,all_ages,vaccinated,20356,70395995,14942,22427020.9,,,,28.10476522,79.07828615,2.813696736,35.39121509,96.51540937,2.727100754,,1
case,MAR 2023,202313,all_ages,vax with updated booster,8198,19848822,14942,22427020.9,,,,35.85771099,79.07828615,2.205335588,42.78127905,96.51540937,2.256019724,0.8272593965,1
case,APR 2023,202314,0.5-4,vaccinated,82,353017,1492,5045619,23.22834311,29.57020734,1.273022669,,,,,,,,0
case,APR 2023,202314,0.5-4,vax with updated booster,3,53161,1492,5045619,5.643234702,29.57020734,5.239939308,,,,,,,,0
case,APR 2023,202314,12-17,vaccinated,517,6021962,716,4196094.65,8.58524182,17.06348545,1.987536962,,,,,,,,1
case,APR 2023,202314,12-17,vax with updated booster,93,773309,716,4196094.65,12.02624048,17.06348545,1.418854502,,,,,,,,1
case,APR 2023,202314,18-29,vaccinated,2667,14001902,2940,7676288,19.04741227,38.29976155,2.01075931,,,,,,,,1
case,APR 2023,202314,18-29,vax with updated booster,342,1575919,2940,7676288,21.70162299,38.29976155,1.764833974,,,,,,,,1
case,APR 2023,202314,30-49,vaccinated,4872,23851517,4124,8679657,20.42637372,47.51339828,2.326080925,,,,,,,,1
case,APR 2023,202314,30-49,vax with updated booster,1222,4273208,4124,8679657,28.59678256,47.51339828,1.661494547,,,,,,,,1
case,APR 2023,202314,5-11,vaccinated,325,3479459,876,8808878,9.340532537,9.944512797,1.064662294,,,,,,,,0
case,APR 2023,202314,5-11,vax with updated booster,41,520391,876,8808878,7.878691215,9.944512797,1.262203649,,,,,,,,0
case,APR 2023,202314,50-64,vaccinated,4412,17969709,2642,4198534.4,24.55242876,62.92672033,2.562952975,,,,,,,,1
case,APR 2023,202314,50-64,vax with updated booster,1756,5268510,2642,4198534.4,33.33010661,62.92672033,1.88798437,,,,,,,,1
case,APR 2023,202314,65-79,vaccinated,3654,11138189,2015,1310510.05,32.80605132,153.7569285,4.68684655,,,,,,,,1
case,APR 2023,202314,65-79,vax with updated booster,2684,6781430,2015,1310510.05,39.57867293,153.7569285,3.884842948,,,,,,,,1
case,APR 2023,202314,80+,vaccinated,1782,3373437,1022,554877.45,52.8244636,184.1848141,3.48673326,,,,,,,,1
case,APR 2023,202314,80+,vax with updated booster,1526,2034874,1022,554877.45,74.99235825,184.1848141,2.456047769,,,,,,,,1
case,APR 2023,202314,all_ages,vaccinated,17387,70334754,12743,22419866.9,,,,23.96980734,68.09669353,2.840936206,21.03642828,62.55852738,2.97381887,,1
case,APR 2023,202314,all_ages,vax with updated booster,7530,19933941,12743,22419866.9,,,,31.52654055,68.09669353,2.159979888,27.45783103,62.55852738,2.278349201,0.7661358343,1
case,APR 2023,202315,0.5-4,vaccinated,56,345130,1350,4884204,16.22577,27.64012314,1.703470661,,,,,,,,0
case,APR 2023,202315,0.5-4,vax with updated booster,6,52966,1350,4884204,11.32802175,27.64012314,2.439977937,,,,,,,,0
case,APR 2023,202315,12-17,vaccinated,471,5846599,637,4095474.65,8.055965528,15.55375273,1.930712423,,,,,,,,1
case,APR 2023,202315,12-17,vax with updated booster,92,755159,637,4095474.65,12.1828648,15.55375273,1.276690908,,,,,,,,1
case,APR 2023,202315,18-29,vaccinated,2159,13620618,2604,7530935,15.85096946,34.57737983,2.181404734,,,,,,,,1
case,APR 2023,202315,18-29,vax with updated booster,326,1544200,2604,7530935,21.11125502,34.57737983,1.637864722,,,,,,,,1
case,APR 2023,202315,30-49,vaccinated,4219,23319904,3707,8508698,18.0918412,43.56718266,2.408112153,,,,,,,,1
case,APR 2023,202315,30-49,vax with updated booster,1033,4190544,3707,8508698,24.65073747,43.56718266,1.76737847,,,,,,,,1
case,APR 2023,202315,5-11,vaccinated,243,3379203,772,8581681,7.191044752,8.995906513,1.250987419,,,,,,,,0
case,APR 2023,202315,5-11,vax with updated booster,49,510526,772,8581681,9.597944081,8.995906513,0.9372743201,,,,,,,,0
case,APR 2023,202315,50-64,vaccinated,3957,17675599,2424,4144691.4,22.38679436,58.48445074,2.612453118,,,,,,,,1
case,APR 2023,202315,50-64,vax with updated booster,1427,5191699,2424,4144691.4,27.48618516,58.48445074,2.127776205,,,,,,,,1
case,APR 2023,202315,65-79,vaccinated,3327,10966917,1954,1296171.5,30.33669353,150.7516559,4.969284335,,,,,,,,1
case,APR 2023,202315,65-79,vax with updated booster,2398,6679729,1954,1296171.5,35.89966,150.7516559,4.199250242,,,,,,,,1
case,APR 2023,202315,80+,vaccinated,1716,3323852,971,550815.4,51.6268474,176.2841053,3.414582029,,,,,,,,1
case,APR 2023,202315,80+,vax with updated booster,1450,2005175,971,550815.4,72.3128904,176.2841053,2.43779642,,,,,,,,1
case,APR 2023,202315,all_ages,vaccinated,15378,68906890,11660,22031311.3,,,,21.51762908,64.03880025,2.976108568,21.03642828,62.55852738,2.97381887,,1
case,APR 2023,202315,all_ages,vax with updated booster,6634,19611347,11660,22031311.3,,,,28.01140792,64.03880025,2.286168565,27.45783103,62.55852738,2.278349201,0.7661358343,1
case,APR 2023,202316,0.5-4,vaccinated,52,345130,1189,4881195,15.06678643,24.35878919,1.616720945,,,,,,,,0
case,APR 2023,202316,0.5-4,vax with updated booster,1,55458,1189,4881195,1.80316636,24.35878919,13.50889731,,,,,,,,0
case,APR 2023,202316,12-17,vaccinated,413,5843477,713,4094745.65,7.067709858,17.41255895,2.463677669,,,,,,,,1
case,APR 2023,202316,12-17,vax with updated booster,73,759588,713,4094745.65,9.610473046,17.41255895,1.81183162,,,,,,,,1
case,APR 2023,202316,18-29,vaccinated,1851,13616795,2305,7528853,13.59350714,30.61555326,2.252218868,,,,,,,,1
case,APR 2023,202316,18-29,vax with updated booster,246,1551859,2305,7528853,15.85195562,30.61555326,1.931342352,,,,,,,,1
case,APR 2023,202316,30-49,vaccinated,3542,23309921,3194,8506682,15.19524669,37.54695426,2.470967074,,,,,,,,1
case,APR 2023,202316,30-49,vax with updated booster,882,4204938,3194,8506682,20.97533899,37.54695426,1.790052322,,,,,,,,1
case,APR 2023,202316,5-11,vaccinated,218,3375863,820,8580663,6.457608025,9.55637111,1.479862369,,,,,,,,0
case,APR 2023,202316,5-11,vax with updated booster,40,515260,820,8580663,7.763071071,9.55637111,1.231003945,,,,,,,,0
case,APR 2023,202316,50-64,vaccinated,3010,17660848,2105,4144142.4,17.04334922,50.7945866,2.980317186,,,,,,,,1
case,APR 2023,202316,50-64,vax with updated booster,1206,5208186,2105,4144142.4,23.15585503,50.7945866,2.193595811,,,,,,,,1
case,APR 2023,202316,65-79,vaccinated,2708,10954189,1650,1296082.5,24.72113636,127.3067108,5.149711119,,,,,,,,1
case,APR 2023,202316,65-79,vax with updated booster,1937,6695329,1650,1296082.5,28.93061715,127.3067108,4.400414624,,,,,,,,1
case,APR 2023,202316,80+,vaccinated,1348,3320820,878,550794.4,40.59238381,159.4061232,3.926995862,,,,,,,,1
case,APR 2023,202316,80+,vax with updated booster,1080,2009429,878,550794.4,53.7466116,159.4061232,2.965882285,,,,,,,,1
case,APR 2023,202316,all_ages,vaccinated,12459,68862573,10132,22026554.3,,,,17.55813668,55.4535308,3.158281075,21.03642828,62.55852738,2.97381887,,1
case,APR 2023,202316,all_ages,vax with updated booster,5351,19669741,10132,22026554.3,,,,22.78008226,55.4535308,2.434298971,27.45783103,62.55852738,2.278349201,0.7661358343,1
death,OCT 2021,202140,12-17,vaccinated,0,4448459,4,5210285,0,0.0767712323,,,,,,,,,0
death,OCT 2021,202140,12-17,vax with updated booster,,,4,5210285,,0.0767712323,,,,,,,,,0
death,OCT 2021,202140,18-29,vaccinated,0,10820917,25,9903305,0,0.252440978,,,,,,,,,0
death,OCT 2021,202140,18-29,vax with updated booster,,,25,9903305,,0.252440978,,,,,,,,,0
death,OCT 2021,202140,30-49,vaccinated,17,20871830,345,11719437,0.0814494944,2.943827421,36.1429797,,,,,,,,0
death,OCT 2021,202140,30-49,vax with updated booster,,,345,11719437,,2.943827421,,,,,,,,,0
death,OCT 2021,202140,50-64,vaccinated,97,18083815,740,5866318,0.5363912427,12.61438606,23.51713648,,,,,,,,0
death,OCT 2021,202140,50-64,vax with updated booster,,,740,5866318,,12.61438606,,,,,,,,,0
death,OCT 2021,202140,65-79,vaccinated,278,13556622.1,915,1742848.9,2.050658327,52.5002483,25.60165562,,,,,,,,1
death,OCT 2021,202140,65-79,vax with updated booster,,,915,1742848.9,,52.5002483,,,,,,,,,1
death,OCT 2021,202140,80+,vaccinated,350,3849324,527,791989.85,9.092505593,66.54125681,7.318253052,,,,,,,,1
death,OCT 2021,202140,80+,vax with updated booster,,,527,791989.85,,66.54125681,,,,,,,,,1
death,OCT 2021,202140,all_ages,vaccinated,742,67182508.1,2552,30023898.75,,,,0.8074870294,13.38574,16.57703407,0.7406026726,11.57638905,15.63103872,,1
death,OCT 2021,202140,all_ages,vax with updated booster,,,2552,30023898.75,,,,,13.38574,,,11.57638905,,,1
death,OCT 2021,202141,12-17,vaccinated,0,4564433,2,5153474,0,0.0388087725,,,,,,,,,0
death,OCT 2021,202141,12-17,vax with updated booster,,,2,5153474,,0.0388087725,,,,,,,,,0
death,OCT 2021,202141,18-29,vaccinated,2,11006642,30,9784932,0.0181708463,0.3065938527,16.87284388,,,,,,,,0
death,OCT 2021,202141,18-29,vax with updated booster,,,30,9784932,,0.3065938527,,,,,,,,,0
death,OCT 2021,202141,30-49,vaccinated,16,21154321,267,11543131,0.0756346658,2.313063934,30.58206059,,,,,,,,0
death,OCT 2021,202141,30-49,vax with updated booster,,,267,11543131,,2.313063934,,,,,,,,,0
death,OCT 2021,202141,50-64,vaccinated,96,18227250,669,5773788,0.5266839485,11.58684732,21.99962112,,,,,,,,0
death,OCT 2021,202141,50-64,vax with updated booster,,,669,5773788,,11.58684732,,,,,,,,,0
death,OCT 2021,202141,65-79,vaccinated,260,13617259.1,828,1681483.9,1.909341653,49.24221992,25.79015644,,,,,,,,1
death,OCT 2021,202141,65-79,vax with updated booster,,,828,1681483.9,,49.24221992,,,,,,,,,1
death,OCT 2021,202141,80+,vaccinated,343,3863788,471,772621.85,8.877298651,60.96125809,6.867095553,,,,,,,,1
death,OCT 2021,202141,80+,vax with updated booster,,,471,772621.85,,60.96125809,,,,,,,,,1
death,OCT 2021,202141,all_ages,vaccinated,717,67869260.1,2265,29555956.75,,,,0.7796689916,12.27091283,15.73861851,0.7406026726,11.57638905,15.63103872,,1
death,OCT 2021,202141,all_ages,vax with updated booster,,,2265,29555956.75,,,,,12.27091283,,,11.57638905,,,1
death,OCT 2021,202142,12-17,vaccinated,0,4661665,3,5105916,0,0.0587553732,,,,,,,,,0
death,OCT 2021,202142,12-17,vax with updated booster,,,3,5105916,,0.0587553732,,,,,,,,,0
death,OCT 2021,202142,18-29,vaccinated,2,11175861,26,9674573,0.0178957129,0.2687457111,15.01732356,,,,,,,,0
death,OCT 2021,202142,18-29,vax with updated booster,,,26,9674573,,0.2687457111,,,,,,,,,0
death,OCT 2021,202142,30-49,vaccinated,17,21414311,223,11377635,0.0793861638,1.959985533,24.68925868,,,,,,,,0
death,OCT 2021,202142,30-49,vax with updated booster,,,223,11377635,,1.959985533,,,,,,,,,0
death,OCT 2021,202142,50-64,vaccinated,77,18358596,543,5684766,0.4194220517,9.55184435,22.77382487,,,,,,,,0
death,OCT 2021,202142,50-64,vax with updated booster,,,543,5684766,,9.55184435,,,,,,,,,0
death,OCT 2021,202142,65-79,vaccinated,248,13675545.1,690,1642940.9,1.81345605,41.99785884,23.15901664,,,,,,,,1
death,OCT 2021,202142,65-79,vax with updated booster,,,690,1642940.9,,41.99785884,,,,,,,,,1
death,OCT 2021,202142,80+,vaccinated,301,3878226,391,756299.85,7.761280544,51.69907147,6.661152265,,,,,,,,1
death,OCT 2021,202142,80+,vax with updated booster,,,391,756299.85,,51.69907147,,,,,,,,,1
death,OCT 2021,202142,all_ages,vaccinated,645,68502539.1,1873,29136214.75,,,,0.6973216507,10.38200367,14.88840001,0.7406026726,11.57638905,15.63103872,,1
death,OCT 2021,202142,all_ages,vax with updated booster,,,1873,29136214.75,,,,,10.38200367,,,11.57638905,,,1
death,OCT 2021,202143,12-17,vaccinated,1,4739527,0,5062529,0.0210991519,0,0,,,,,,,,0
death,OCT 2021,202143,12-17,vax with updated booster,,,0,5062529,,0,,,,,,,,,0
death,OCT 2021,202143,18-29,vaccinated,1,11320660,20,9567176,0.0088334072,0.2090481036,23.66562505,,,,,,,,0
death,OCT 2021,202143,18-29,vax with updated booster,,,20,9567176,,0.2090481036,,,,,,,,,0
death,OCT 2021,202143,30-49,vaccinated,15,21631930,196,11204023,0.0693419404,1.749371632,25.22818979,,,,,,,,0
death,OCT 2021,202143,30-49,vax with updated booster,,,196,11204023,,1.749371632,,,,,,,,,0
death,OCT 2021,202143,50-64,vaccinated,55,18469583,485,5569546,0.2977869073,8.70807064,29.24262426,,,,,,,,0
death,OCT 2021,202143,50-64,vax with updated booster,,,485,5569546,,8.70807064,,,,,,,,,0
death,OCT 2021,202143,65-79,vaccinated,241,13723984.1,640,1590743.45,1.756049834,40.23276035,22.91094454,,,,,,,,1
death,OCT 2021,202143,65-79,vax with updated booster,,,640,1590743.45,,40.23276035,,,,,,,,,1
death,OCT 2021,202143,80+,vaccinated,319,3890922,413,724665.85,8.19857093,56.99178456,6.951429102,,,,,,,,1
death,OCT 2021,202143,80+,vax with updated booster,,,413,724665.85,,56.99178456,,,,,,,,,1
death,OCT 2021,202143,all_ages,vaccinated,631,69037079.1,1754,28656154.3,,,,0.679106968,10.12846728,14.91439163,0.7406026726,11.57638905,15.63103872,,1
death,OCT 2021,202143,all_ages,vax with updated booster,,,1754,28656154.3,,,,,10.12846728,,,11.57638905,,,1
death,NOV 2021,202144,12-17,vaccinated,0,4803328,2,5021049,0,0.0398323139,,,,,,,,,0
death,NOV 2021,202144,12-17,vax with updated booster,,,2,5021049,,0.0398323139,,,,,,,,,0
death,NOV 2021,202144,18-29,vaccinated,0,11445581,22,9463109,0,0.2324817351,,,,,,,,,0
death,NOV 2021,202144,18-29,vax with updated booster,,,22,9463109,,0.2324817351,,,,,,,,,0
death,NOV 2021,202144,30-49,vaccinated,20,21824288,209,11031495,0.0916410194,1.894575486,20.67388052,,,,,,,,0
death,NOV 2021,202144,30-49,vax with updated booster,,,209,11031495,,1.894575486,,,,,,,,,0
death,NOV 2021,202144,50-64,vaccinated,80,18566230,530,5448941,0.4308898468,9.726660648,22.57342734,,,,,,,,0
death,NOV 2021,202144,50-64,vax with updated booster,,,530,5448941,,9.726660648,,,,,,,,,0
death,NOV 2021,202144,65-79,vaccinated,254,13770415.1,667,1544073.45,1.844534084,43.19742691,23.41915354,,,,,,,,1
death,NOV 2021,202144,65-79,vax with updated booster,,,667,1544073.45,,43.19742691,,,,,,,,,1
death,NOV 2021,202144,80+,vaccinated,362,3903413,408,697055.05,9.2739354,58.53196243,6.311448151,,,,,,,,1
death,NOV 2021,202144,80+,vax with updated booster,,,408,697055.05,,58.53196243,,,,,,,,,1
death,NOV 2021,202144,all_ages,vaccinated,716,69509927.1,1836,28184673.5,,,,0.7726872105,10.83991604,14.02885396,0.8792863273,12.83054756,14.59200168,,1
death,NOV 2021,202144,all_ages,vax with updated booster,,,1836,28184673.5,,,,,10.83991604,,,12.83054756,,,1
death,NOV 2021,202145,12-17,vaccinated,0,4856415,3,4963310,0,0.0604435347,,,,,,,,,0
death,NOV 2021,202145,12-17,vax with updated booster,,,3,4963310,,0.0604435347,,,,,,,,,0
death,NOV 2021,202145,18-29,vaccinated,0,11554925,21,9361278,0,0.2243283449,,,,,,,,,0
death,NOV 2021,202145,18-29,vax with updated booster,,,21,9361278,,0.2243283449,,,,,,,,,0
death,NOV 2021,202145,30-49,vaccinated,19,21999394,221,10864330,0.0863660154,2.034179742,23.55301138,,,,,,,,0
death,NOV 2021,202145,30-49,vax with updated booster,,,221,10864330,,2.034179742,,,,,,,,,0
death,NOV 2021,202145,50-64,vaccinated,101,18658850,563,5342325.9,0.5412980971,10.538481,19.46890458,,,,,,,,1
death,NOV 2021,202145,50-64,vax with updated booster,,,563,5342325.9,,10.538481,,,,,,,,,1
death,NOV 2021,202145,65-79,vaccinated,277,13833795.1,694,1509296.45,2.002342799,45.98168902,22.96394456,,,,,,,,1
death,NOV 2021,202145,65-79,vax with updated booster,,,694,1509296.45,,45.98168902,,,,,,,,,1
death,NOV 2021,202145,80+,vaccinated,409,3921522,470,682011.05,10.42962401,68.91383945,6.607509474,,,,,,,,1
death,NOV 2021,202145,80+,vax with updated booster,,,470,682011.05,,68.91383945,,,,,,,,,1
death,NOV 2021,202145,all_ages,vaccinated,806,69968486.1,1969,27759241.4,,,,0.8645269422,11.8751285,13.7359843,0.8792863273,12.83054756,14.59200168,,1
death,NOV 2021,202145,all_ages,vax with updated booster,,,1969,27759241.4,,,,,11.8751285,,,12.83054756,,,1
death,NOV 2021,202146,12-17,vaccinated,0,4900418,2,4895135,0,0.0408568916,,,,,,,,,0
death,NOV 2021,202146,12-17,vax with updated booster,,,2,4895135,,0.0408568916,,,,,,,,,0
death,NOV 2021,202146,18-29,vaccinated,2,11652588,33,9252177,0.0171635692,0.3566728133,20.78080672,,,,,,,,0
death,NOV 2021,202146,18-29,vax with updated booster,,,33,9252177,,0.3566728133,,,,,,,,,0
death,NOV 2021,202146,30-49,vaccinated,29,22159338,237,10681863,0.1308703356,2.218714095,16.9535295,,,,,,,,0
death,NOV 2021,202146,30-49,vax with updated booster,,,237,10681863,,2.218714095,,,,,,,,,0
death,NOV 2021,202146,50-64,vaccinated,114,18745339,643,5227952.9,0.6081511783,12.29926918,20.22403248,,,,,,,,1
death,NOV 2021,202146,50-64,vax with updated booster,,,643,5227952.9,,12.29926918,,,,,,,,,1
death,NOV 2021,202146,65-79,vaccinated,312,13891841.1,892,1474770.45,2.245922608,60.48398922,26.93057588,,,,,,,,1
death,NOV 2021,202146,65-79,vax with updated booster,,,892,1474770.45,,60.48398922,,,,,,,,,1
death,NOV 2021,202146,80+,vaccinated,440,3939359,531,667446.05,11.16932983,79.55699191,7.122808002,,,,,,,,1
death,NOV 2021,202146,80+,vax with updated booster,,,531,667446.05,,79.55699191,,,,,,,,,1
death,NOV 2021,202146,all_ages,vaccinated,897,70388465.1,2336,27304209.4,,,,0.9638357764,14.63132396,15.18030801,0.8792863273,12.83054756,14.59200168,,1
death,NOV 2021,202146,all_ages,vax with updated booster,,,2336,27304209.4,,,,,14.63132396,,,12.83054756,,,1
death,NOV 2021,202147,12-17,vaccinated,0,4940424,0,4829199,0,0,,,,,,,,,0
death,NOV 2021,202147,12-17,vax with updated booster,,,0,4829199,,0,,,,,,,,,0
death,NOV 2021,202147,18-29,vaccinated,1,11740570,36,9127884,0.008517474,0.3943958972,46.30432639,,,,,,,,0
death,NOV 2021,202147,18-29,vax with updated booster,,,36,9127884,,0.3943958972,,,,,,,,,0
death,NOV 2021,202147,30-49,vaccinated,12,22301389,242,10484660,0.0538083076,2.308133979,42.89549477,,,,,,,,0
death,NOV 2021,202147,30-49,vax with updated booster,,,242,10484660,,2.308133979,,,,,,,,,0
death,NOV 2021,202147,50-64,vaccinated,129,18821488,637,5095797.9,0.6853868302,12.50049575,18.23859929,,,,,,,,1
death,NOV 2021,202147,50-64,vax with updated booster,,,637,5095797.9,,12.50049575,,,,,,,,,1
death,NOV 2021,202147,65-79,vaccinated,340,13933960.7,811,1443918.45,2.44008152,56.16660692,23.01833216,,,,,,,,1
death,NOV 2021,202147,65-79,vax with updated booster,,,811,1443918.45,,56.16660692,,,,,,,,,1
death,NOV 2021,202147,80+,vaccinated,393,3953390,512,655027.05,9.940835587,78.16471091,7.862992022,,,,,,,,1
death,NOV 2021,202147,80+,vax with updated booster,,,512,655027.05,,78.16471091,,,,,,,,,1
death,NOV 2021,202147,all_ages,vaccinated,875,70750797.7,2238,26807287.4,,,,0.9149663744,14.11327224,15.4249081,0.8792863273,12.83054756,14.59200168,,1
death,NOV 2021,202147,all_ages,vax with updated booster,,,2238,26807287.4,,,,,14.11327224,,,12.83054756,,,1
death,DEC 2021,202148,12-17,vaccinated,0,4976313,0,4789030,0,0,,,,,,,,,0
death,DEC 2021,202148,12-17,vax with updated booster,,,0,4789030,,0,,,,,,,,,0
death,DEC 2021,202148,18-29,vaccinated,1,11824833,29,9030256,0.0084567791,0.3211426121,37.97457758,,,,,,,,0
death,DEC 2021,202148,18-29,vax with updated booster,,,29,9030256,,0.3211426121,,,,,,,,,0
death,DEC 2021,202148,30-49,vaccinated,28,22438348,272,10326987,0.1247863702,2.633875689,21.10707832,,,,,,,,0
death,DEC 2021,202148,30-49,vax with updated booster,,,272,10326987,,2.633875689,,,,,,,,,0
death,DEC 2021,202148,50-64,vaccinated,134,18898051,788,4987009.9,0.7090678293,15.80105145,22.28425941,,,,,,,,1
death,DEC 2021,202148,50-64,vax with updated booster,,,788,4987009.9,,15.80105145,,,,,,,,,1
death,DEC 2021,202148,65-79,vaccinated,393,13972596.7,1109,1422027.45,2.812648275,77.98724279,27.72733566,,,,,,,,1
death,DEC 2021,202148,65-79,vax with updated booster,,,1109,1422027.45,,77.98724279,,,,,,,,,1
death,DEC 2021,202148,80+,vaccinated,455,3967091,656,646778.05,11.4693613,101.4258292,8.84319767,,,,,,,,1
death,DEC 2021,202148,80+,vax with updated booster,,,656,646778.05,,101.4258292,,,,,,,,,1
