outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,SEP 2022,202238,50-64,vaccinated,22149,22455762,9876,4298084.4,98.63392745,229.7767815,2.329591728,,,,,,,,1
case,SEP 2022,202238,50-64,vax with updated booster,46,54635,9876,4298084.4,84.19511302,229.7767815,2.729098795,,,,,,,,1
case,SEP 2022,202238,65-79,vaccinated,18247,16642476.3,6346,1302606.5,109.6411356,487.1770562,4.443378424,,,,,,,,1
case,SEP 2022,202238,65-79,vax with updated booster,82,88476,6346,1302606.5,92.68050093,487.1770562,5.256521612,,,,,,,,1
case,SEP 2022,202238,80+,vaccinated,7566,4849798.8,2557,553408.5,156.0064719,462.0456679,2.961708334,,,,,,,,1
case,SEP 2022,202238,80+,vax with updated booster,21,16736,2557,553408.5,125.4780115,462.0456679,3.682283951,,,,,,,,1
case,SEP 2022,202238,all_ages,vaccinated,84350,85331748.1,45993,22743319.25,,,,95.96877844,234.9794559,2.448498977,96.91775239,246.3573562,2.541921888,,1
case,SEP 2022,202238,all_ages,vax with updated booster,229,241358,45993,22743319.25,,,,95.51538779,234.9794559,2.460121466,84.47162794,246.3573562,2.91645091,1.147340885,1
case,SEP 2022,202239,0.5-4,vaccinated,123,157876,4626,5371662,77.90924523,86.11859793,1.105370713,,,,,,,,0
case,SEP 2022,202239,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202239,12-17,vaccinated,2983,6653084,3435,4275485.65,44.83634958,80.34175018,1.791888745,,,,,,,,1
case,SEP 2022,202239,12-17,vax with updated booster,7,34274,3435,4275485.65,20.42364475,80.34175018,3.933761637,,,,,,,,1
case,SEP 2022,202239,18-29,vaccinated,9859,15043369,9007,7901052,65.5371812,113.9974778,1.739432117,,,,,,,,1
case,SEP 2022,202239,18-29,vax with updated booster,53,81864,9007,7901052,64.74152253,113.9974778,1.760809344,,,,,,,,1
case,SEP 2022,202239,30-49,vaccinated,21786,27120506,13940,8974255.85,80.33035962,155.3332135,1.933680046,,,,,,,,1
case,SEP 2022,202239,30-49,vax with updated booster,269,310546,13940,8974255.85,86.62162771,155.3332135,1.79323822,,,,,,,,1
case,SEP 2022,202239,5-11,vaccinated,1454,3865977,3809,8945891,37.6101565,42.57820713,1.132093325,,,,,,,,0
case,SEP 2022,202239,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202239,50-64,vaccinated,20766,22600492,8743,4343697.4,91.88295547,201.2801352,2.190614507,,,,,,,,1
case,SEP 2022,202239,50-64,vax with updated booster,248,299817,8743,4343697.4,82.71712411,201.2801352,2.433355093,,,,,,,,1
case,SEP 2022,202239,65-79,vaccinated,17101,16588901.6,5948,1316403.05,103.086994,451.8373001,4.383067956,,,,,,,,1
case,SEP 2022,202239,65-79,vax with updated booster,456,502397,5948,1316403.05,90.7648732,451.8373001,4.978107546,,,,,,,,1
case,SEP 2022,202239,80+,vaccinated,7623,4850571,2612,557175.45,157.1567554,468.7930884,2.982964922,,,,,,,,1
case,SEP 2022,202239,80+,vax with updated booster,118,117253,2612,557175.45,100.6370839,468.7930884,4.658253898,,,,,,,,1
case,SEP 2022,202239,all_ages,vaccinated,77135,86203839.6,40250,23092583.75,,,,85.77700334,206.9451453,2.41259472,96.91775239,246.3573562,2.541921888,,1
case,SEP 2022,202239,all_ages,vax with updated booster,1144,1311877,40250,23092583.75,,,,82.26123928,206.9451453,2.515706633,84.47162794,246.3573562,2.91645091,1.147340885,1
case,OCT 2022,202240,0.5-4,vaccinated,110,178647,4086,5348970,61.57394191,76.38853835,1.240598474,,,,,,,,0
case,OCT 2022,202240,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202240,12-17,vaccinated,2204,6624620,2658,4271125.65,33.26983284,62.23183811,1.870518509,,,,,,,,1
case,OCT 2022,202240,12-17,vax with updated booster,12,70174,2658,4271125.65,17.10035056,62.23183811,3.639214173,,,,,,,,1
case,OCT 2022,202240,18-29,vaccinated,9004,14987078,8182,7889650,60.07842222,103.7054876,1.726168626,,,,,,,,1
case,OCT 2022,202240,18-29,vax with updated booster,101,161303,8182,7889650,62.61507845,103.7054876,1.656238244,,,,,,,,1
case,OCT 2022,202240,30-49,vaccinated,19267,26895225,12863,8957500.85,71.63725159,143.6003213,2.004548166,,,,,,,,1
case,OCT 2022,202240,30-49,vax with updated booster,409,582529,12863,8957500.85,70.21109679,143.6003213,2.045265319,,,,,,,,1
case,OCT 2022,202240,5-11,vaccinated,1092,3874674,3047,8937373,28.18301617,34.09279214,1.209692814,,,,,,,,0
case,OCT 2022,202240,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202240,50-64,vaccinated,19360,22312723,8509,4335564.4,86.76663982,196.2604915,2.261934908,,,,,,,,1
case,OCT 2022,202240,50-64,vax with updated booster,507,604304,8509,4335564.4,83.89817046,196.2604915,2.339270218,,,,,,,,1
case,OCT 2022,202240,65-79,vaccinated,16435,16157973,5740,1315988.05,101.714491,436.1741735,4.288220577,,,,,,,,1
case,OCT 2022,202240,65-79,vax with updated booster,866,1001576,5740,1315988.05,86.46373316,436.1741735,5.044591039,,,,,,,,1
case,OCT 2022,202240,80+,vaccinated,7636,4741429,2654,556999.45,161.048494,476.4816195,2.958622012,,,,,,,,1
case,OCT 2022,202240,80+,vax with updated booster,278,259356,2654,556999.45,107.1885748,476.4816195,4.445264997,,,,,,,,1
case,OCT 2022,202240,all_ages,vaccinated,71702,85094428,37948,23055702.75,,,,79.9873387,197.2594888,2.466133915,79.10489244,195.8246796,2.475506552,,1
case,OCT 2022,202240,all_ages,vax with updated booster,2161,2609068,37948,23055702.75,,,,75.0360886,197.2594888,2.628861558,70.76097406,195.8246796,2.76741074,1.117916952,1
case,OCT 2022,202241,0.5-4,vaccinated,120,198903,3813,5327412,60.33091507,71.57321416,1.186343918,,,,,,,,0
case,OCT 2022,202241,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202241,12-17,vaccinated,1718,6591133,2150,4266610.65,26.06532139,50.39128658,1.933269336,,,,,,,,1
case,OCT 2022,202241,12-17,vax with updated booster,27,111505,2150,4266610.65,24.2141608,50.39128658,2.081066819,,,,,,,,1
case,OCT 2022,202241,18-29,vaccinated,8479,14921083,7733,7878668,56.8256339,98.15110879,1.727232977,,,,,,,,1
case,OCT 2022,202241,18-29,vax with updated booster,168,250264,7733,7878668,67.12911166,98.15110879,1.462124351,,,,,,,,1
case,OCT 2022,202241,30-49,vaccinated,18417,26647665,12365,8940705.85,69.11299733,138.3000426,2.001071404,,,,,,,,1
case,OCT 2022,202241,30-49,vax with updated booster,610,876850,12365,8940705.85,69.56720078,138.3000426,1.988006432,,,,,,,,1
case,OCT 2022,202241,5-11,vaccinated,922,3881376,2680,8929294,23.75446234,30.01357106,1.263491913,,,,,,,,0
case,OCT 2022,202241,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202241,50-64,vaccinated,18312,21972214,8256,4326976.4,83.34162411,190.802982,2.289408012,,,,,,,,1
case,OCT 2022,202241,50-64,vax with updated booster,709,960109,8256,4326976.4,73.84578209,190.802982,2.583803388,,,,,,,,1
case,OCT 2022,202241,65-79,vaccinated,15660,15646390,5820,1315559.05,100.0869849,442.3974735,4.420129889,,,,,,,,1
case,OCT 2022,202241,65-79,vax with updated booster,1273,1579894,5820,1315559.05,80.57502592,442.3974735,5.490503645,,,,,,,,1
case,OCT 2022,202241,80+,vaccinated,7531,4605077,2829,556859.45,163.5368963,508.027654,3.106501746,,,,,,,,1
case,OCT 2022,202241,80+,vax with updated booster,470,435847,2829,556859.45,107.8360067,508.027654,4.711113381,,,,,,,,1
case,OCT 2022,202241,all_ages,vaccinated,68399,83792429,37003,23018768.75,,,,77.46153927,194.9725087,2.517023423,79.10489244,195.8246796,2.475506552,,1
case,OCT 2022,202241,all_ages,vax with updated booster,3230,4102964,37003,23018768.75,,,,73.00478473,194.9725087,2.670681236,70.76097406,195.8246796,2.76741074,1.117916952,1
case,OCT 2022,202242,0.5-4,vaccinated,154,217348,3945,5305952,70.85411414,74.35046529,1.049345775,,,,,,,,0
case,OCT 2022,202242,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202242,12-17,vaccinated,1909,6555964,2340,4262537.65,29.11852475,54.89687581,1.885290422,,,,,,,,1
case,OCT 2022,202242,12-17,vax with updated booster,29,153551,2340,4262537.65,18.88623324,54.89687581,2.906713854,,,,,,,,1
case,OCT 2022,202242,18-29,vaccinated,8335,14849560,7702,7867221,56.12960923,97.89988104,1.744175354,,,,,,,,1
case,OCT 2022,202242,18-29,vax with updated booster,183,345503,7702,7867221,52.966255,97.89988104,1.848344404,,,,,,,,1
case,OCT 2022,202242,30-49,vaccinated,18037,26389974,12044,8922499.85,68.34792638,134.9845918,1.974962504,,,,,,,,1
case,OCT 2022,202242,30-49,vax with updated booster,791,1180324,12044,8922499.85,67.01549744,134.9845918,2.014229498,,,,,,,,1
case,OCT 2022,202242,5-11,vaccinated,1100,3885638,2714,8921920,28.30937931,30.41946128,1.074536497,,,,,,,,0
case,OCT 2022,202242,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202242,50-64,vaccinated,17674,21603418,8014,4317251.4,81.81112822,185.6273647,2.268974511,,,,,,,,1
case,OCT 2022,202242,50-64,vax with updated booster,989,1344313,8014,4317251.4,73.56917623,185.6273647,2.523167639,,,,,,,,1
case,OCT 2022,202242,65-79,vaccinated,14650,15117943,5424,1315154.05,96.90471779,412.4231682,4.255965836,,,,,,,,1
case,OCT 2022,202242,65-79,vax with updated booster,1662,2175037,5424,1315154.05,76.41249321,412.4231682,5.397326417,,,,,,,,1
case,OCT 2022,202242,80+,vaccinated,7545,4459454,2707,556674.45,169.1911162,486.280626,2.874149877,,,,,,,,1
case,OCT 2022,202242,80+,vax with updated booster,673,623231,2707,556674.45,107.9856426,486.280626,4.50319704,,,,,,,,1
case,OCT 2022,202242,all_ages,vaccinated,66241,82420349,35891,22978800.75,,,,76.54218673,187.7728489,2.453194204,79.10489244,195.8246796,2.475506552,,1
case,OCT 2022,202242,all_ages,vax with updated booster,4298,5668408,35891,22978800.75,,,,68.32714613,187.7728489,2.748144179,70.76097406,195.8246796,2.76741074,1.117916952,1
case,OCT 2022,202243,0.5-4,vaccinated,188,234569,4530,5284240,80.146993,85.72661348,1.06961734,,,,,,,,0
case,OCT 2022,202243,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202243,12-17,vaccinated,2163,6517143,2902,4258350.65,33.18938989,68.14845086,2.053320386,,,,,,,,1
case,OCT 2022,202243,12-17,vax with updated booster,50,198184,2902,4258350.65,25.22908005,68.14845086,2.701186517,,,,,,,,1
case,OCT 2022,202243,18-29,vaccinated,8955,14772934,8565,7855860,60.61761326,109.026892,1.798600871,,,,,,,,1
case,OCT 2022,202243,18-29,vax with updated booster,235,446976,8565,7855860,52.57552978,109.026892,2.073719323,,,,,,,,1
case,OCT 2022,202243,30-49,vaccinated,19422,26127432,13061,8904897.85,74.33566376,146.6720924,1.973105303,,,,,,,,1
case,OCT 2022,202243,30-49,vax with updated booster,1036,1489228,13061,8904897.85,69.56624506,146.6720924,2.108380181,,,,,,,,1
case,OCT 2022,202243,5-11,vaccinated,1348,3889123,3430,8913566,34.66077056,38.48067092,1.110208178,,,,,,,,0
case,OCT 2022,202243,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202243,50-64,vaccinated,18968,21211904,8709,4307676.4,89.4214871,202.1739609,2.260910296,,,,,,,,1
case,OCT 2022,202243,50-64,vax with updated booster,1250,1755551,8709,4307676.4,71.20271641,202.1739609,2.839413594,,,,,,,,1
case,OCT 2022,202243,65-79,vaccinated,15017,14580628,5844,1314786.05,102.9928203,444.4829636,4.315669404,,,,,,,,1
case,OCT 2022,202243,65-79,vax with updated booster,2190,2782984,5844,1314786.05,78.69251135,444.4829636,5.648351488,,,,,,,,1
case,OCT 2022,202243,80+,vaccinated,7490,4306524,2824,556470.45,173.9221702,507.4842698,2.917881425,,,,,,,,1
case,OCT 2022,202243,80+,vax with updated booster,1021,819975,2824,556470.45,124.5159913,507.4842698,4.075655379,,,,,,,,1
case,OCT 2022,202243,all_ages,vaccinated,69852,80999422,39003,22939690.75,,,,82.49030676,203.30211,2.46455757,79.10489244,195.8246796,2.475506552,,1
case,OCT 2022,202243,all_ages,vax with updated booster,5732,7294714,39003,22939690.75,,,,69.84401142,203.30211,2.910802313,70.76097406,195.8246796,2.76741074,1.117916952,1
case,NOV 2022,202244,0.5-4,vaccinated,177,250386,4799,5264147,70.69085332,91.16386757,1.289613342,,,,,,,,0
case,NOV 2022,202244,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202244,12-17,vaccinated,2567,6476652,3246,4254041.65,39.63467545,76.30390737,1.925180578,,,,,,,,1
case,NOV 2022,202244,12-17,vax with updated booster,62,244283,3246,4254041.65,25.38039896,76.30390737,3.006410872,,,,,,,,1
case,NOV 2022,202244,18-29,vaccinated,10596,14694366,9875,7845516,72.10926963,125.8680755,1.745518657,,,,,,,,1
case,NOV 2022,202244,18-29,vax with updated booster,366,552563,9875,7845516,66.2367911,125.8680755,1.900274355,,,,,,,,1
case,NOV 2022,202244,30-49,vaccinated,20692,25862544,14347,8887765.85,80.00759709,161.4241446,2.017610208,,,,,,,,1
case,NOV 2022,202244,30-49,vax with updated booster,1232,1801434,14347,8887765.85,68.38996044,161.4241446,2.36034856,,,,,,,,1
case,NOV 2022,202244,5-11,vaccinated,1456,3880533,3669,8905132,37.52061895,41.20096142,1.098088533,,,,,,,,0
case,NOV 2022,202244,5-11,vax with updated booster,4,15004,3669,8905132,26.65955745,41.20096142,1.545448063,,,,,,,,0
case,NOV 2022,202244,50-64,vaccinated,18974,20806456,9110,4298353.4,91.19284899,211.941624,2.324103549,,,,,,,,1
case,NOV 2022,202244,50-64,vax with updated booster,1527,2181998,9110,4298353.4,69.98173234,211.941624,3.02852783,,,,,,,,1
case,NOV 2022,202244,65-79,vaccinated,14357,14060646,6201,1314447.05,102.1076841,471.7573066,4.620193972,,,,,,,,1
case,NOV 2022,202244,65-79,vax with updated booster,2476,3375338,6201,1314447.05,73.35561653,471.7573066,6.431100015,,,,,,,,1
case,NOV 2022,202244,80+,vaccinated,7058,4159429,2882,556306.45,169.6867527,518.0597852,3.053036121,,,,,,,,1
case,NOV 2022,202244,80+,vax with updated booster,1198,1009082,2882,556306.45,118.7217689,518.0597852,4.363646112,,,,,,,,1
case,NOV 2022,202244,all_ages,vaccinated,71677,79583441,42415,22902388.75,,,,87.36277272,218.8796893,2.505411429,96.30332891,242.0211334,2.51311285,,1
case,NOV 2022,202244,all_ages,vax with updated booster,6799,8920415,42415,22902388.75,,,,71.13088488,218.8796893,3.077139974,80.80764077,242.0211334,2.995027835,1.191760185,1
case,NOV 2022,202245,0.5-4,vaccinated,169,265179,4680,5244050,63.73053673,89.24400034,1.400333418,,,,,,,,0
case,NOV 2022,202245,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202245,12-17,vaccinated,2360,6433013,2909,4249987.65,36.68576451,68.44725772,1.865771605,,,,,,,,1
case,NOV 2022,202245,12-17,vax with updated booster,58,295110,2909,4249987.65,19.65368846,68.44725772,3.48266728,,,,,,,,1
case,NOV 2022,202245,18-29,vaccinated,9810,14617105,9297,7835244,67.11315271,118.6561644,1.768001645,,,,,,,,1
case,NOV 2022,202245,18-29,vax with updated booster,395,654661,9297,7835244,60.33657114,118.6561644,1.966571221,,,,,,,,1
case,NOV 2022,202245,30-49,vaccinated,19568,25599227,13933,8872530,76.43980812,157.0352538,2.054364834,,,,,,,,1
case,NOV 2022,202245,30-49,vax with updated booster,1458,2111021,13933,8872530,69.06610593,157.0352538,2.273694914,,,,,,,,1
case,NOV 2022,202245,5-11,vaccinated,1335,3844104,3518,8896954,34.72850891,39.5416229,1.13859259,,,,,,,,0
case,NOV 2022,202245,5-11,vax with updated booster,15,59679,3518,8896954,25.13446941,39.5416229,1.573203009,,,,,,,,0
case,NOV 2022,202245,50-64,vaccinated,17819,20403319,8773,4289321.4,87.33383034,204.5311876,2.341946836,,,,,,,,1
case,NOV 2022,202245,50-64,vax with updated booster,1797,2607171,8773,4289321.4,68.92528338,204.5311876,2.967433394,,,,,,,,1
case,NOV 2022,202245,65-79,vaccinated,13388,13568806,5918,1314110.05,98.66748777,450.3428004,4.564247156,,,,,,,,1
case,NOV 2022,202245,65-79,vax with updated booster,2896,3936984,5918,1314110.05,73.55884606,450.3428004,6.122211325,,,,,,,,1
case,NOV 2022,202245,80+,vaccinated,6499,4020843,2666,556170.45,161.632772,479.3494512,2.965669927,,,,,,,,1
case,NOV 2022,202245,80+,vax with updated booster,1324,1188066,2666,556170.45,111.4416202,479.3494512,4.301350341,,,,,,,,1
case,NOV 2022,202245,all_ages,vaccinated,67084,78209300,40587,22867375.9,,,,83.24240704,209.5952288,2.517890055,96.30332891,242.0211334,2.51311285,,1
case,NOV 2022,202245,all_ages,vax with updated booster,7870,10497903,40587,22867375.9,,,,69.621387,209.5952288,3.010500621,80.80764077,242.0211334,2.995027835,1.191760185,1
case,NOV 2022,202246,0.5-4,vaccinated,188,277849,4662,5224513,67.6626513,89.23319743,1.318795461,,,,,,,,0
case,NOV 2022,202246,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202246,12-17,vaccinated,2363,6390976,2794,4246015.65,36.97400835,65.80286627,1.779706048,,,,,,,,1
case,NOV 2022,202246,12-17,vax with updated booster,85,344479,2794,4246015.65,24.6749439,65.80286627,2.666788891,,,,,,,,1
case,NOV 2022,202246,18-29,vaccinated,10242,14547468,9498,7824733,70.40400433,121.3843335,1.724111216,,,,,,,,1
case,NOV 2022,202246,18-29,vax with updated booster,483,747802,9498,7824733,64.58928968,121.3843335,1.879326032,,,,,,,,1
case,NOV 2022,202246,30-49,vaccinated,20302,25355875,14516,8858404,80.06822876,163.86699,2.04659192,,,,,,,,1
case,NOV 2022,202246,30-49,vax with updated booster,1699,2397522,14516,8858404,70.86483461,163.86699,2.312387956,,,,,,,,1
case,NOV 2022,202246,5-11,vaccinated,1298,3804868,3279,8889444,34.11419266,36.88644644,1.081263942,,,,,,,,0
case,NOV 2022,202246,5-11,vax with updated booster,24,106239,3279,8889444,22.59057408,36.88644644,1.63282466,,,,,,,,0
case,NOV 2022,202246,50-64,vaccinated,18520,20036881,8897,4281219.4,92.42955528,207.814624,2.248356853,,,,,,,,1
case,NOV 2022,202246,50-64,vax with updated booster,2221,2996391,8897,4281219.4,74.1225027,207.814624,2.803664426,,,,,,,,1
case,NOV 2022,202246,65-79,vaccinated,13615,13145570,6199,1313786.05,103.5710129,471.8424282,4.555738281,,,,,,,,1
case,NOV 2022,202246,65-79,vax with updated booster,3394,4420937,6199,1313786.05,76.77105555,471.8424282,6.146097964,,,,,,,,1
case,NOV 2022,202246,80+,vaccinated,6271,3900983,2771,556043.45,160.7543535,498.3423508,3.100023981,,,,,,,,1
case,NOV 2022,202246,80+,vax with updated booster,1629,1342828,2771,556043.45,121.3111433,498.3423508,4.10796846,,,,,,,,1
case,NOV 2022,202246,all_ages,vaccinated,68950,76986777,41881,22834185.9,,,,87.05176654,217.2095813,2.49517718,96.30332891,242.0211334,2.51311285,,1
case,NOV 2022,202246,all_ages,vax with updated booster,9426,11905480,41881,22834185.9,,,,73.17597466,217.2095813,2.968318254,80.80764077,242.0211334,2.995027835,1.191760185,1
case,NOV 2022,202247,0.5-4,vaccinated,176,290418,5000,5208014,60.60230426,96.00588631,1.584195312,,,,,,,,0
case,NOV 2022,202247,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202247,12-17,vaccinated,2018,6344131,2281,4242046.65,31.80892702,53.77121442,1.690444144,,,,,,,,1
case,NOV 2022,202247,12-17,vax with updated booster,66,399689,2281,4242046.65,16.51283873,53.77121442,3.256327715,,,,,,,,1
case,NOV 2022,202247,18-29,vaccinated,10307,14477888,9593,7816224,71.19132293,122.7318971,1.723972699,,,,,,,,1
case,NOV 2022,202247,18-29,vax with updated booster,506,841489,9593,7816224,60.13150499,122.7318971,2.04105813,,,,,,,,1
case,NOV 2022,202247,30-49,vaccinated,20508,25125854,14359,8845996,81.62110629,162.3220268,1.98872613,,,,,,,,1
case,NOV 2022,202247,30-49,vax with updated booster,1977,2670619,14359,8845996,74.02778157,162.3220268,2.192717698,,,,,,,,1
case,NOV 2022,202247,5-11,vaccinated,1161,3756732,3027,8882795,30.90452021,34.07711199,1.102657856,,,,,,,,0
case,NOV 2022,202247,5-11,vax with updated booster,34,161764,3027,8882795,21.01827353,34.07711199,1.621308807,,,,,,,,0
case,NOV 2022,202247,50-64,vaccinated,18689,19736137,9717,4273548.4,94.69431632,227.3754522,2.401152055,,,,,,,,1
case,NOV 2022,202247,50-64,vax with updated booster,2485,3319749,9717,4273548.4,74.85505681,227.3754522,3.037542978,,,,,,,,1
case,NOV 2022,202247,65-79,vaccinated,14589,12822096,7125,1313489.05,113.7801495,542.4483744,4.767513285,,,,,,,,1
case,NOV 2022,202247,65-79,vax with updated booster,4123,4793058,7125,1313489.05,86.02024011,542.4483744,6.306055107,,,,,,,,1
case,NOV 2022,202247,80+,vaccinated,7163,3809542,3345,555942.45,188.0278522,601.6809833,3.199956689,,,,,,,,1
case,NOV 2022,202247,80+,vax with updated booster,2065,1460918,3345,555942.45,141.3494803,601.6809833,4.256690454,,,,,,,,1
case,NOV 2022,202247,all_ages,vaccinated,71256,75971517,44139,22805199.9,,,,90.82391663,234.3085562,2.579811188,96.30332891,242.0211334,2.51311285,,1
case,NOV 2022,202247,all_ages,vax with updated booster,11156,13085833,44139,22805199.9,,,,75.72480507,234.3085562,3.094211415,80.80764077,242.0211334,2.995027835,1.191760185,1
case,NOV 2022,202248,0.5-4,vaccinated,222,302656,7194,5196077,73.35060266,138.4506042,1.887518291,,,,,,,,0
case,NOV 2022,202248,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202248,12-17,vaccinated,3369,6305079,4060,4239284.65,53.43311321,95.77087493,1.792350645,,,,,,,,1
case,NOV 2022,202248,12-17,vax with updated booster,137,445996,4060,4239284.65,30.71776428,95.77087493,3.117768404,,,,,,,,1
case,NOV 2022,202248,18-29,vaccinated,16401,14416578,15344,7810512,113.7648615,196.4531903,1.726835401,,,,,,,,1
