date,state,dead
2024-11,South Dakota,757
2024-11,Tennessee,5080
2024-11,Texas,17936
2024-11,Utah,1798
2024-11,Vermont,559
2024-11,Virginia,6162
2024-11,Washington,5531
2024-11,West Virginia,1881
2024-11,Wisconsin,4657
2024-11,Wyoming,469
2024-12,Alabama,5363
2024-12,Alaska,438
2024-12,Arizona,6416
2024-12,Arkansas,3159
2024-12,California,25917
2024-12,Colorado,4069
2024-12,Connecticut,2863
2024-12,Delaware,973
2024-12,District of Columbia,425
2024-12,Florida,20048
2024-12,Georgia,8817
2024-12,Hawaii,1073
2024-12,Idaho,1492
2024-12,Illinois,10341
2024-12,Indiana,6325
2024-12,Iowa,2899
2024-12,Kansas,2722
2024-12,Kentucky,4574
2024-12,Louisiana,4209
2024-12,Maine,1478
2024-12,Maryland,4896
2024-12,Massachusetts,5262
2024-12,Michigan,9066
2024-12,Minnesota,4469
2024-12,Mississippi,3173
2024-12,Missouri,5972
2024-12,Montana,1002
2024-12,Nebraska,1688
2024-12,Nevada,2662
2024-12,New Hampshire,1229
2024-12,New Jersey,6808
2024-12,New Mexico,1884
2024-12,New York,14163
2024-12,North Carolina,9398
2024-12,North Dakota,607
2024-12,Ohio,11259
2024-12,Oklahoma,4012
2024-12,Oregon,3685
2024-12,Pennsylvania,12296
2024-12,Rhode Island,920
2024-12,South Carolina,5302
2024-12,South Dakota,786
2024-12,Tennessee,4781
2024-12,Texas,19920
2024-12,Utah,1989
2024-12,Vermont,565
2024-12,Virginia,6972
2024-12,Washington,5812
2024-12,West Virginia,2091
2024-12,Wisconsin,5088
2024-12,Wyoming,473
2025-01,Alabama,5955
2025-01,Alaska,448
2025-01,Arizona,7011
2025-01,Arkansas,3369
2025-01,California,28463
2025-01,Colorado,4148
2025-01,Connecticut,3257
2025-01,Delaware,1036
2025-01,District of Columbia,445
2025-01,Florida,21628
2025-01,Georgia,9207
2025-01,Hawaii,1144
2025-01,Idaho,1512
2025-01,Illinois,11216
2025-01,Indiana,6810
2025-01,Iowa,3058
2025-01,Kansas,2794
2025-01,Kentucky,5012
2025-01,Louisiana,4451
2025-01,Maine,1597
2025-01,Maryland,5234
2025-01,Massachusetts,5895
2025-01,Michigan,9842
2025-01,Minnesota,4912
2025-01,Mississippi,3246
2025-01,Missouri,6366
2025-01,Montana,1005
2025-01,Nebraska,1644
2025-01,Nevada,2724
2025-01,New Hampshire,1399
2025-01,New Jersey,7261
2025-01,New Mexico,2125
2025-01,New York,15609
2025-01,North Carolina,10335
2025-01,North Dakota,665
2025-01,Ohio,12354
2025-01,Oklahoma,4413
2025-01,Oregon,3786
2025-01,Pennsylvania,13522
2025-01,Rhode Island,1011
2025-01,South Carolina,5573
2025-01,South Dakota,810
2025-01,Tennessee,5402
2025-01,Texas,22214
2025-01,Utah,2057
2025-01,Vermont,665
2025-01,Virginia,7379
2025-01,Washington,6001
2025-01,West Virginia,2318
2025-01,Wisconsin,5612
2025-01,Wyoming,530
2025-02,Alabama,4848
2025-02,Alaska,372
2025-02,Arizona,5912
2025-02,Arkansas,3072
2025-02,California,24442
2025-02,Colorado,3763
2025-02,Connecticut,2935
2025-02,Delaware,945
2025-02,District of Columbia,410
2025-02,Florida,18677
2025-02,Georgia,7662
2025-02,Hawaii,1004
2025-02,Idaho,1319
2025-02,Illinois,10089
2025-02,Indiana,6180
2025-02,Iowa,2823
2025-02,Kansas,2534
2025-02,Kentucky,4332
2025-02,Louisiana,3566
2025-02,Maine,1487
2025-02,Maryland,4721
2025-02,Massachusetts,5346
2025-02,Michigan,8608
2025-02,Minnesota,4226
2025-02,Mississippi,2959
2025-02,Missouri,5696
2025-02,Montana,968
2025-02,Nebraska,1569
2025-02,Nevada,2439
2025-02,New Hampshire,1246
2025-02,New Jersey,6698
2025-02,New Mexico,1671
2025-02,New York,13355
2025-02,North Carolina,9134
2025-02,North Dakota,591
2025-02,Ohio,11271
2025-02,Oklahoma,4068
2025-02,Oregon,3461
2025-02,Pennsylvania,12250
2025-02,Rhode Island,909
2025-02,South Carolina,4672
2025-02,South Dakota,737
2025-02,Tennessee,4549
2025-02,Texas,18857
2025-02,Utah,1821
2025-02,Vermont,610
2025-02,Virginia,6758
2025-02,Washington,5711
2025-02,West Virginia,2164
2025-02,Wisconsin,5119
2025-02,Wyoming,469
2025-03,Alabama,3719
2025-03,Alaska,177
2025-03,Arizona,4972
2025-03,Arkansas,2721
2025-03,California,18236
2025-03,Colorado,3005
2025-03,Connecticut,2430
2025-03,Delaware,810
2025-03,District of Columbia,289
2025-03,Florida,15555
2025-03,Georgia,5429
2025-03,Hawaii,805
2025-03,Idaho,1240
2025-03,Illinois,8542
2025-03,Indiana,4898
2025-03,Iowa,2401
2025-03,Kansas,2260
2025-03,Kentucky,3114
2025-03,Louisiana,2483
2025-03,Maine,1329
2025-03,Maryland,3857
2025-03,Massachusetts,4419
2025-03,Michigan,7477
2025-03,Minnesota,3382
2025-03,Mississippi,2511
2025-03,Missouri,4377
2025-03,Montana,784
2025-03,Nebraska,1199
2025-03,Nevada,1874
2025-03,New Hampshire,1097
2025-03,New Jersey,5726
2025-03,New Mexico,1269
2025-03,New York,12041
2025-03,North Carolina,7768
2025-03,North Dakota,497
2025-03,Ohio,8318
2025-03,Oklahoma,3014
2025-03,Oregon,2681
2025-03,Pennsylvania,10641
2025-03,Rhode Island,755
2025-03,South Carolina,4412
2025-03,South Dakota,495
2025-03,Tennessee,3724
2025-03,Texas,14062
2025-03,Utah,1609
2025-03,Vermont,485
2025-03,Virginia,4895
2025-03,Washington,4356
2025-03,West Virginia,1942
2025-03,Wisconsin,4103
2025-03,Wyoming,395
