location,age,dose,month,dead,pop
All selected cities,80over,4,2021-05,0,0
All selected cities,80over,5,2021-05,0,0
All selected cities,80over,6,2021-05,0,0
All selected cities,80over,7,2021-05,0,0
All selected cities,all,0,2021-05,1793,68301310
All selected cities,all,1,2021-05,65,1627613
All selected cities,all,2,2021-05,16,1088800
All selected cities,all,3,2021-05,0,0
All selected cities,all,4,2021-05,0,0
All selected cities,all,5,2021-05,0,0
All selected cities,all,6,2021-05,0,0
All selected cities,all,7,2021-05,0,0
All selected cities,80over,0,2021-06,831,3443380
All selected cities,80over,1,2021-06,188,3132966
All selected cities,80over,2,2021-06,104,1459119
All selected cities,80over,3,2021-06,0,0
All selected cities,80over,4,2021-06,0,0
All selected cities,80over,5,2021-06,0,0
All selected cities,80over,6,2021-06,0,0
All selected cities,80over,7,2021-06,0,0
All selected cities,all,0,2021-06,1378,58742659
All selected cities,all,1,2021-06,226,5953754
All selected cities,all,2,2021-06,120,3976737
All selected cities,all,3,2021-06,0,0
All selected cities,all,4,2021-06,0,0
All selected cities,all,5,2021-06,0,0
All selected cities,all,6,2021-06,0,0
All selected cities,all,7,2021-06,0,0
All selected cities,80over,0,2021-07,523,1183817
All selected cities,80over,1,2021-07,216,1341538
All selected cities,80over,2,2021-07,433,5743649
All selected cities,80over,3,2021-07,0,0
All selected cities,80over,4,2021-07,0,0
All selected cities,80over,5,2021-07,0,0
All selected cities,80over,6,2021-07,0,0
All selected cities,80over,7,2021-07,0,0
All selected cities,all,0,2021-07,1010,48480874
All selected cities,all,1,2021-07,284,9155227
All selected cities,all,2,2021-07,533,13272590
All selected cities,all,3,2021-07,0,0
All selected cities,all,4,2021-07,0,0
All selected cities,all,5,2021-07,0,0
All selected cities,all,6,2021-07,0,0
All selected cities,all,7,2021-07,0,0
All selected cities,80over,0,2021-08,377,794361
All selected cities,80over,1,2021-08,142,203809
All selected cities,80over,2,2021-08,727,7233427
All selected cities,80over,3,2021-08,0,0
All selected cities,80over,4,2021-08,0,0
All selected cities,80over,5,2021-08,0,0
All selected cities,80over,6,2021-08,0,0
All selected cities,80over,7,2021-08,0,0
All selected cities,all,0,2021-08,748,37400185
All selected cities,all,1,2021-08,231,8460912
All selected cities,all,2,2021-08,957,24988980
All selected cities,all,3,2021-08,0,24
All selected cities,all,4,2021-08,0,0
All selected cities,all,5,2021-08,0,0
All selected cities,all,6,2021-08,0,0
All selected cities,all,7,2021-08,0,0
All selected cities,80over,0,2021-09,282,665954
All selected cities,80over,1,2021-09,82,94341
All selected cities,80over,2,2021-09,855,7168477
All selected cities,80over,3,2021-09,0,0
All selected cities,80over,4,2021-09,0,0
All selected cities,80over,5,2021-09,0,0
All selected cities,80over,6,2021-09,0,0
All selected cities,80over,7,2021-09,0,0
All selected cities,all,0,2021-09,563,26782167
All selected cities,all,1,2021-09,130,7426497
All selected cities,all,2,2021-09,1155,34298866
All selected cities,all,3,2021-09,0,115
All selected cities,all,4,2021-09,0,0
All selected cities,all,5,2021-09,0,0
All selected cities,all,6,2021-09,0,0
All selected cities,all,7,2021-09,0,0
All selected cities,80over,0,2021-10,238,618033
All selected cities,80over,1,2021-10,60,70670
All selected cities,80over,2,2021-10,994,7465458
All selected cities,80over,3,2021-10,0,0
All selected cities,80over,4,2021-10,0,0
All selected cities,80over,5,2021-10,0,0
All selected cities,80over,6,2021-10,0,0
All selected cities,80over,7,2021-10,0,0
All selected cities,all,0,2021-10,451,21216324
All selected cities,all,1,2021-10,93,4235632
All selected cities,all,2,2021-10,1393,45280394
All selected cities,all,3,2021-10,0,323
All selected cities,all,4,2021-10,0,0
All selected cities,all,5,2021-10,0,0
All selected cities,all,6,2021-10,0,0
All selected cities,all,7,2021-10,0,0
All selected cities,80over,0,2021-11,209,570620
All selected cities,80over,1,2021-11,31,37484
All selected cities,80over,2,2021-11,1070,7244167
All selected cities,80over,3,2021-11,0,0
All selected cities,80over,4,2021-11,0,0
All selected cities,80over,5,2021-11,0,0
All selected cities,80over,6,2021-11,0,0
All selected cities,80over,7,2021-11,0,0
All selected cities,all,0,2021-11,400,19161608
All selected cities,all,1,2021-11,61,843217
All selected cities,all,2,2021-11,1546,48386868
All selected cities,all,3,2021-11,0,565
All selected cities,all,4,2021-11,0,17
All selected cities,all,5,2021-11,0,0
All selected cities,all,6,2021-11,0,0
All selected cities,all,7,2021-11,0,0
All selected cities,80over,0,2021-12,225,576479
All selected cities,80over,1,2021-12,25,30722
All selected cities,80over,2,2021-12,1244,7462340
All selected cities,80over,3,2021-12,0,1597
All selected cities,80over,4,2021-12,0,0
All selected cities,80over,5,2021-12,0,0
All selected cities,80over,6,2021-12,0,0
All selected cities,80over,7,2021-12,0,0
All selected cities,all,0,2021-12,394,19482243
All selected cities,all,1,2021-12,42,368099
All selected cities,all,2,2021-12,1749,50611681
All selected cities,all,3,2021-12,1,145047
All selected cities,all,4,2021-12,0,31
All selected cities,all,5,2021-12,0,0
All selected cities,all,6,2021-12,0,0
All selected cities,all,7,2021-12,0,0
All selected cities,80over,0,2022-01,202,565322
All selected cities,80over,1,2022-01,21,28654
All selected cities,80over,2,2022-01,1370,7273284
All selected cities,80over,3,2022-01,12,154138
All selected cities,80over,4,2022-01,0,0
All selected cities,80over,5,2022-01,0,0
All selected cities,80over,6,2022-01,0,0
All selected cities,80over,7,2022-01,0,0
All selected cities,all,0,2022-01,399,19304307
All selected cities,all,1,2022-01,30,302292
All selected cities,all,2,2022-01,1944,49669112
All selected cities,all,3,2022-01,13,1258785
All selected cities,all,4,2022-01,0,31
All selected cities,all,5,2022-01,0,0
All selected cities,all,6,2022-01,0,0
All selected cities,all,7,2022-01,0,0
All selected cities,80over,0,2022-02,187,499070
All selected cities,80over,1,2022-02,20,25869
All selected cities,80over,2,2022-02,1083,3716212
All selected cities,80over,3,2022-02,217,2961391
All selected cities,80over,4,2022-02,0,0
All selected cities,80over,5,2022-02,0,0
All selected cities,80over,6,2022-02,0,0
All selected cities,80over,7,2022-02,0,0
All selected cities,all,0,2022-02,350,17286040
All selected cities,all,1,2022-02,29,256516
All selected cities,all,2,2022-02,1590,37293881
All selected cities,all,3,2022-02,288,8808358
All selected cities,all,4,2022-02,0,9
All selected cities,all,5,2022-02,0,19
All selected cities,all,6,2022-02,0,0
All selected cities,all,7,2022-02,0,0
All selected cities,80over,0,2022-03,187,539137
All selected cities,80over,1,2022-03,11,27605
All selected cities,80over,2,2022-03,633,1006854
All selected cities,80over,3,2022-03,674,6352195
All selected cities,80over,4,2022-03,0,0
All selected cities,80over,5,2022-03,0,0
All selected cities,80over,6,2022-03,0,0
All selected cities,80over,7,2022-03,0,0
All selected cities,all,0,2022-03,343,18918488
All selected cities,all,1,2022-03,19,355822
All selected cities,all,2,2022-03,975,26703778
All selected cities,all,3,2022-03,871,24414379
All selected cities,all,4,2022-03,0,19
All selected cities,all,5,2022-03,0,31
All selected cities,all,6,2022-03,0,0
All selected cities,all,7,2022-03,0,0
All selected cities,80over,0,2022-04,150,513062
All selected cities,80over,1,2022-04,26,23211
All selected cities,80over,2,2022-04,327,434592
All selected cities,80over,3,2022-04,797,6657714
All selected cities,80over,4,2022-04,0,0
All selected cities,80over,5,2022-04,0,0
All selected cities,80over,6,2022-04,0,0
All selected cities,80over,7,2022-04,0,0
All selected cities,all,0,2022-04,273,17895088
All selected cities,all,1,2022-04,30,465937
All selected cities,all,2,2022-04,560,17190210
All selected cities,all,3,2022-04,1069,32508942
All selected cities,all,4,2022-04,0,103
All selected cities,all,5,2022-04,0,30
All selected cities,all,6,2022-04,0,0
All selected cities,all,7,2022-04,0,0
All selected cities,80over,0,2022-05,127,523726
All selected cities,80over,1,2022-05,10,22207
All selected cities,80over,2,2022-05,243,345714
All selected cities,80over,3,2022-05,878,6952037
All selected cities,80over,4,2022-05,0,0
All selected cities,80over,5,2022-05,0,0
All selected cities,80over,6,2022-05,0,0
All selected cities,80over,7,2022-05,0,0
All selected cities,all,0,2022-05,253,18253848
All selected cities,all,1,2022-05,16,343928
All selected cities,all,2,2022-05,396,13657548
All selected cities,all,3,2022-05,1226,38015249
All selected cities,all,4,2022-05,0,196
All selected cities,all,5,2022-05,0,31
All selected cities,all,6,2022-05,0,0
All selected cities,all,7,2022-05,0,0
All selected cities,80over,0,2022-06,115,502017
All selected cities,80over,1,2022-06,13,20552
All selected cities,80over,2,2022-06,161,288175
All selected cities,80over,3,2022-06,860,6709557
All selected cities,80over,4,2022-06,2,34609
All selected cities,80over,5,2022-06,0,0
All selected cities,80over,6,2022-06,0,0
All selected cities,80over,7,2022-06,0,0
All selected cities,all,0,2022-06,244,17541700
All selected cities,all,1,2022-06,13,258062
All selected cities,all,2,2022-06,292,11574531
All selected cities,all,3,2022-06,1224,38485473
All selected cities,all,4,2022-06,3,89381
All selected cities,all,5,2022-06,0,30
All selected cities,all,6,2022-06,0,0
All selected cities,all,7,2022-06,0,0
All selected cities,80over,0,2022-07,136,513652
All selected cities,80over,1,2022-07,9,21000
All selected cities,80over,2,2022-07,143,273627
All selected cities,80over,3,2022-07,940,5293848
All selected cities,80over,4,2022-07,56,1667417
All selected cities,80over,5,2022-07,0,0
All selected cities,80over,6,2022-07,0,0
All selected cities,80over,7,2022-07,0,0
All selected cities,all,0,2022-07,266,18043470
All selected cities,all,1,2022-07,16,245458
All selected cities,all,2,2022-07,251,11152672
All selected cities,all,3,2022-07,1327,36922257
All selected cities,all,4,2022-07,68,3793329
All selected cities,all,5,2022-07,0,31
All selected cities,all,6,2022-07,0,0
All selected cities,all,7,2022-07,0,0
All selected cities,80over,0,2022-08,146,506424
All selected cities,80over,1,2022-08,12,21587
All selected cities,80over,2,2022-08,132,247051
All selected cities,80over,3,2022-08,853,2439451
All selected cities,80over,4,2022-08,272,4512504
All selected cities,80over,5,2022-08,0,0
All selected cities,80over,6,2022-08,0,0
All selected cities,80over,7,2022-08,0,0
All selected cities,all,0,2022-08,280,17920443
All selected cities,all,1,2022-08,18,279573
All selected cities,all,2,2022-08,248,10217138
All selected cities,all,3,2022-08,1227,28821979
All selected cities,all,4,2022-08,367,12854038
All selected cities,all,5,2022-08,0,31
All selected cities,all,6,2022-08,0,0
All selected cities,all,7,2022-08,0,0
All selected cities,80over,0,2022-09,144,483613
All selected cities,80over,1,2022-09,9,20543
All selected cities,80over,2,2022-09,113,219306
All selected cities,80over,3,2022-09,591,1146314
All selected cities,80over,4,2022-09,521,5566951
All selected cities,80over,5,2022-09,0,31
All selected cities,80over,6,2022-09,0,0
All selected cities,80over,7,2022-09,0,0
All selected cities,all,0,2022-09,269,17251814
All selected cities,all,1,2022-09,15,249683
All selected cities,all,2,2022-09,210,9416165
All selected cities,all,3,2022-09,863,23402967
All selected cities,all,4,2022-09,687,17449907
All selected cities,all,5,2022-09,0,61
All selected cities,all,6,2022-09,0,0
All selected cities,all,7,2022-09,0,0
All selected cities,80over,0,2022-10,114,494609
All selected cities,80over,1,2022-10,12,20064
All selected cities,80over,2,2022-10,99,216204
All selected cities,80over,3,2022-10,405,853236
All selected cities,80over,4,2022-10,786,6056004
All selected cities,80over,5,2022-10,0,746
All selected cities,80over,6,2022-10,0,0
All selected cities,80over,7,2022-10,0,0
All selected cities,all,0,2022-10,252,17790136
All selected cities,all,1,2022-10,17,220871
All selected cities,all,2,2022-10,193,9443380
All selected cities,all,3,2022-10,630,22217719
All selected cities,all,4,2022-10,1039,20289395
All selected cities,all,5,2022-10,0,2850
All selected cities,all,6,2022-10,0,0
All selected cities,all,7,2022-10,0,0
All selected cities,80over,0,2022-11,129,474091
All selected cities,80over,1,2022-11,7,18930
All selected cities,80over,2,2022-11,79,200369
All selected cities,80over,3,2022-11,349,700476
All selected cities,80over,4,2022-11,891,5291413
All selected cities,80over,5,2022-11,13,665217
All selected cities,80over,6,2022-11,0,0
All selected cities,80over,7,2022-11,0,0
All selected cities,all,0,2022-11,252,17178006
All selected cities,all,1,2022-11,11,219171
All selected cities,all,2,2022-11,150,8690875
All selected cities,all,3,2022-11,572,18937065
All selected cities,all,4,2022-11,1181,20898266
All selected cities,all,5,2022-11,23,1718437
All selected cities,all,6,2022-11,0,0
All selected cities,all,7,2022-11,0,0
All selected cities,80over,0,2022-12,194,484058
All selected cities,80over,1,2022-12,12,19302
All selected cities,80over,2,2022-12,98,197492
All selected cities,80over,3,2022-12,327,619031
All selected cities,80over,4,2022-12,976,3179521
All selected cities,80over,5,2022-12,208,3047037
All selected cities,80over,6,2022-12,0,0
All selected cities,80over,7,2022-12,0,0
All selected cities,all,0,2022-12,352,17675763
All selected cities,all,1,2022-12,14,251660
All selected cities,all,2,2022-12,189,8606877
All selected cities,all,3,2022-12,525,16797314
All selected cities,all,4,2022-12,1274,17125719
All selected cities,all,5,2022-12,284,9366761
All selected cities,all,6,2022-12,0,0
All selected cities,all,7,2022-12,0,0
All selected cities,80over,0,2023-01,221,476435
All selected cities,80over,1,2023-01,15,18740
All selected cities,80over,2,2023-01,101,189186
All selected cities,80over,3,2023-01,282,549878
All selected cities,80over,4,2023-01,781,1877030
All selected cities,80over,5,2023-01,496,4375414
All selected cities,80over,6,2023-01,0,0
All selected cities,80over,7,2023-01,0,0
All selected cities,all,0,2023-01,379,17613197
All selected cities,all,1,2023-01,20,245759
All selected cities,all,2,2023-01,199,8374138
All selected cities,all,3,2023-01,451,15237678
All selected cities,all,4,2023-01,1045,14539348
All selected cities,all,5,2023-01,652,13727436
All selected cities,all,6,2023-01,0,2
All selected cities,all,7,2023-01,0,0
All selected cities,80over,0,2023-02,126,424975
All selected cities,80over,1,2023-02,9,16512
All selected cities,80over,2,2023-02,68,165798
All selected cities,80over,3,2023-02,196,462496
All selected cities,80over,4,2023-02,534,1129827
All selected cities,80over,5,2023-02,540,4515553
All selected cities,80over,6,2023-02,0,0
All selected cities,80over,7,2023-02,0,0
All selected cities,all,0,2023-02,242,15872784
All selected cities,all,1,2023-02,17,206179
All selected cities,all,2,2023-02,131,7423016
All selected cities,all,3,2023-02,337,13267566
All selected cities,all,4,2023-02,743,12071700
All selected cities,all,5,2023-02,751,14078122
All selected cities,all,6,2023-02,0,28
All selected cities,all,7,2023-02,0,0
All selected cities,80over,0,2023-03,121,466268
All selected cities,80over,1,2023-03,5,17994
All selected cities,80over,2,2023-03,76,179361
All selected cities,80over,3,2023-03,171,494425
All selected cities,80over,4,2023-03,487,1098971
All selected cities,80over,5,2023-03,604,5130948
All selected cities,80over,6,2023-03,0,0
All selected cities,80over,7,2023-03,0,0
All selected cities,all,0,2023-03,248,17551099
All selected cities,all,1,2023-03,10,217629
All selected cities,all,2,2023-03,121,8095574
All selected cities,all,3,2023-03,289,14547431
All selected cities,all,4,2023-03,659,13176621
All selected cities,all,5,2023-03,842,16003526
All selected cities,all,6,2023-03,0,37
All selected cities,all,7,2023-03,0,0
All selected cities,80over,0,2023-04,111,447687
All selected cities,80over,1,2023-04,6,17050
All selected cities,80over,2,2023-04,66,170541
All selected cities,80over,3,2023-04,123,470090
All selected cities,80over,4,2023-04,343,1024518
All selected cities,80over,5,2023-04,694,4978883
All selected cities,80over,6,2023-04,0,0
All selected cities,80over,7,2023-04,0,0
All selected cities,all,0,2023-04,207,16972017
All selected cities,all,1,2023-04,11,204308
All selected cities,all,2,2023-04,120,7764142
All selected cities,all,3,2023-04,221,14015701
All selected cities,all,4,2023-04,523,12761501
All selected cities,all,5,2023-04,907,15568186
All selected cities,all,6,2023-04,0,60
All selected cities,all,7,2023-04,0,0
All selected cities,80over,0,2023-05,125,458537
All selected cities,80over,1,2023-05,6,17463
All selected cities,80over,2,2023-05,46,174076
All selected cities,80over,3,2023-05,137,478884
All selected cities,80over,4,2023-05,331,1023324
All selected cities,80over,5,2023-05,653,4678314
All selected cities,80over,6,2023-05,10,474275
All selected cities,80over,7,2023-05,0,0
All selected cities,all,0,2023-05,231,17526537
All selected cities,all,1,2023-05,11,209576
All selected cities,all,2,2023-05,101,7997332
All selected cities,all,3,2023-05,244,14437082
All selected cities,all,4,2023-05,476,13125589
All selected cities,all,5,2023-05,877,14913382
All selected cities,all,6,2023-05,13,1258367
All selected cities,all,7,2023-05,0,0
All selected cities,80over,0,2023-06,115,439958
All selected cities,80over,1,2023-06,4,16859
All selected cities,80over,2,2023-06,50,165627
All selected cities,80over,3,2023-06,108,449921
All selected cities,80over,4,2023-06,270,888223
All selected cities,80over,5,2023-06,568,2828484
All selected cities,80over,6,2023-06,89,2242736
All selected cities,80over,7,2023-06,0,0
All selected cities,all,0,2023-06,213,16952288
All selected cities,all,1,2023-06,7,201820
All selected cities,all,2,2023-06,103,7728895
All selected cities,all,3,2023-06,204,13928796
All selected cities,all,4,2023-06,391,12354227
All selected cities,all,5,2023-06,764,10233015
All selected cities,all,6,2023-06,114,5772103
All selected cities,all,7,2023-06,0,0
All selected cities,80over,0,2023-07,94,451133
All selected cities,80over,1,2023-07,6,17141
All selected cities,80over,2,2023-07,60,167891
All selected cities,80over,3,2023-07,98,452107
All selected cities,80over,4,2023-07,231,819571
All selected cities,80over,5,2023-07,499,1779500
All selected cities,80over,6,2023-07,264,3540934
All selected cities,80over,7,2023-07,0,0
All selected cities,all,0,2023-07,205,17508667
All selected cities,all,1,2023-07,8,207855
All selected cities,all,2,2023-07,113,7976150
All selected cities,all,3,2023-07,201,14357123
All selected cities,all,4,2023-07,367,12440524
All selected cities,all,5,2023-07,666,7389638
All selected cities,all,6,2023-07,335,9473036
All selected cities,all,7,2023-07,0,0
All selected cities,80over,0,2023-08,120,447494
All selected cities,80over,1,2023-08,6,16816
All selected cities,80over,2,2023-08,57,165474
All selected cities,80over,3,2023-08,122,444145
All selected cities,80over,4,2023-08,231,775933
All selected cities,80over,5,2023-08,456,1514579
All selected cities,80over,6,2023-08,377,3823516
All selected cities,80over,7,2023-08,0,0
All selected cities,all,0,2023-08,254,17499391
All selected cities,all,1,2023-08,8,207769
All selected cities,all,2,2023-08,110,7968624
All selected cities,all,3,2023-08,221,14336232
All selected cities,all,4,2023-08,349,12300711
All selected cities,all,5,2023-08,605,6696409
All selected cities,all,6,2023-08,488,10282990
All selected cities,all,7,2023-08,0,0
All selected cities,80over,0,2023-09,151,428683
All selected cities,80over,1,2023-09,7,16109
All selected cities,80over,2,2023-09,43,158385
All selected cities,80over,3,2023-09,128,424298
All selected cities,80over,4,2023-09,202,733178
All selected cities,80over,5,2023-09,398,1392643
All selected cities,80over,6,2023-09,466,3705883
All selected cities,80over,7,2023-09,1,54523
All selected cities,all,0,2023-09,286,16925446
All selected cities,all,1,2023-09,10,200262
All selected cities,all,2,2023-09,110,7706797
All selected cities,all,3,2023-09,240,13859288
All selected cities,all,4,2023-09,325,11820472
All selected cities,all,5,2023-09,557,6319727
All selected cities,all,6,2023-09,599,10004762
All selected cities,all,7,2023-09,1,156521
All selected cities,80over,0,2023-10,139,438400
All selected cities,80over,1,2023-10,11,16488
All selected cities,80over,2,2023-10,48,161680
All selected cities,80over,3,2023-10,132,431490
All selected cities,80over,4,2023-10,206,732216
All selected cities,80over,5,2023-10,395,1315224
All selected cities,80over,6,2023-10,503,2773593
All selected cities,80over,7,2023-10,52,1231007
All selected cities,all,0,2023-10,266,17478065
All selected cities,all,1,2023-10,13,208697
All selected cities,all,2,2023-10,92,7951634
All selected cities,all,3,2023-10,218,14257047
All selected cities,all,4,2023-10,312,11534729
All selected cities,all,5,2023-10,544,6518184
All selected cities,all,6,2023-10,655,8083753
All selected cities,all,7,2023-10,63,3128657
All selected cities,80over,0,2023-11,113,419585
All selected cities,80over,1,2023-11,10,15956
All selected cities,80over,2,2023-11,52,154029
All selected cities,80over,3,2023-11,108,409104
All selected cities,80over,4,2023-11,206,674792
All selected cities,80over,5,2023-11,378,1116615
All selected cities,80over,6,2023-11,467,1601572
All selected cities,80over,7,2023-11,176,2434434
All selected cities,all,0,2023-11,232,16902537
All selected cities,all,1,2023-11,11,202390
All selected cities,all,2,2023-11,104,7682017
All selected cities,all,3,2023-11,193,13712789
All selected cities,all,4,2023-11,317,10295548
All selected cities,all,5,2023-11,515,6353046
All selected cities,all,6,2023-11,600,5322951
All selected cities,all,7,2023-11,229,6393140
All selected cities,80over,0,2023-12,148,428917
All selected cities,80over,1,2023-12,6,16381
All selected cities,80over,2,2023-12,58,156866
All selected cities,80over,3,2023-12,119,415572
All selected cities,80over,4,2023-12,197,671004
All selected cities,80over,5,2023-12,338,1046965
All selected cities,80over,6,2023-12,435,1184356
All selected cities,80over,7,2023-12,323,3084792
All selected cities,all,0,2023-12,290,17454787
All selected cities,all,1,2023-12,11,208717
All selected cities,all,2,2023-12,127,7927980
All selected cities,all,3,2023-12,221,14103605
All selected cities,all,4,2023-12,306,10048666
All selected cities,all,5,2023-12,469,6649259
All selected cities,all,6,2023-12,554,4297202
All selected cities,all,7,2023-12,411,8332090
All selected cities,80over,0,2024-01,168,423760
All selected cities,80over,1,2024-01,3,16083
All selected cities,80over,2,2024-01,68,154476
All selected cities,80over,3,2024-01,115,410214
All selected cities,80over,4,2024-01,193,657517
All selected cities,80over,5,2024-01,332,1005062
All selected cities,80over,6,2024-01,416,1071780
All selected cities,80over,7,2024-01,456,3213304
All selected cities,all,0,2024-01,298,17443598
All selected cities,all,1,2024-01,8,208060
All selected cities,all,2,2024-01,141,7921165
All selected cities,all,3,2024-01,207,14075668
All selected cities,all,4,2024-01,291,9877186
All selected cities,all,5,2024-01,473,6658542
All selected cities,all,6,2024-01,545,4082493
All selected cities,all,7,2024-01,567,8678451
All selected cities,80over,0,2024-02,133,391878
All selected cities,80over,1,2024-02,6,14805
All selected cities,80over,2,2024-02,38,142604
All selected cities,80over,3,2024-02,134,379614
All selected cities,80over,4,2024-02,157,606025
All selected cities,80over,5,2024-02,263,915803
All selected cities,80over,6,2024-02,324,949660
All selected cities,80over,7,2024-02,458,3055763
All selected cities,all,0,2024-02,280,16307705
All selected cities,all,1,2024-02,7,194554
All selected cities,all,2,2024-02,81,7406189
All selected cities,all,3,2024-02,223,13152454
All selected cities,all,4,2024-02,270,9163584
All selected cities,all,5,2024-02,393,6218779
All selected cities,all,6,2024-02,429,3729811
All selected cities,all,7,2024-02,585,8254629
All selected cities,80over,0,2024-03,128,414651
All selected cities,80over,1,2024-03,12,15523
All selected cities,80over,2,2024-03,49,150902
All selected cities,80over,3,2024-03,136,401175
All selected cities,80over,4,2024-03,176,639139
All selected cities,80over,5,2024-03,262,961685
All selected cities,80over,6,2024-03,328,982393
All selected cities,80over,7,2024-03,523,3287686
All selected cities,all,0,2024-03,261,17421620
All selected cities,all,1,2024-03,14,207471
All selected cities,all,2,2024-03,116,7912411
All selected cities,all,3,2024-03,227,14041432
All selected cities,all,4,2024-03,281,9711548
All selected cities,all,5,2024-03,380,6666112
All selected cities,all,6,2024-03,437,3938131
All selected cities,all,7,2024-03,665,8900035
All selected cities,80over,0,2024-04,118,397493
All selected cities,80over,1,2024-04,5,14774
All selected cities,80over,2,2024-04,33,144466
All selected cities,80over,3,2024-04,99,384363
All selected cities,80over,4,2024-04,153,612165
All selected cities,80over,5,2024-04,213,919561
All selected cities,80over,6,2024-04,273,934928
All selected cities,80over,7,2024-04,484,3178894
All selected cities,all,0,2024-04,222,16850969
All selected cities,all,1,2024-04,8,200276
All selected cities,all,2,2024-04,81,7652387
All selected cities,all,3,2024-04,165,13574640
All selected cities,all,4,2024-04,250,9350766
All selected cities,all,5,2024-04,325,6462055
All selected cities,all,6,2024-04,381,3791311
All selected cities,all,7,2024-04,625,8629867
All selected cities,80over,0,2024-05,123,407119
All selected cities,80over,1,2024-05,8,15066
All selected cities,80over,2,2024-05,47,148134
All selected cities,80over,3,2024-05,95,394225
All selected cities,80over,4,2024-05,146,627824
All selected cities,80over,5,2024-05,245,943149
All selected cities,80over,6,2024-05,257,958240
All selected cities,80over,7,2024-05,492,3270273
All selected cities,all,0,2024-05,239,17405640
All selected cities,all,1,2024-05,11,206648
All selected cities,all,2,2024-05,95,7904839
All selected cities,all,3,2024-05,199,14021377
All selected cities,all,4,2024-05,235,9654719
All selected cities,all,5,2024-05,348,6667167
All selected cities,all,6,2024-05,329,3907115
All selected cities,all,7,2024-05,629,8898632
All selected cities,80over,0,2024-06,110,390461
All selected cities,80over,1,2024-06,5,14403
All selected cities,80over,2,2024-06,42,142093
All selected cities,80over,3,2024-06,81,378961
All selected cities,80over,4,2024-06,134,603209
All selected cities,80over,5,2024-06,204,906046
All selected cities,80over,6,2024-06,223,919907
All selected cities,80over,7,2024-06,473,3150315
All selected cities,all,0,2024-06,231,16836843
All selected cities,all,1,2024-06,8,199727
All selected cities,all,2,2024-06,89,7647243
All selected cities,all,3,2024-06,148,13564172
All selected cities,all,4,2024-06,211,9336688
All selected cities,all,5,2024-06,302,6442436
All selected cities,all,6,2024-06,291,3771416
All selected cities,all,7,2024-06,604,8593192
Koganei/Tokyo,80over,0,2021-02,63,365122
Koganei/Tokyo,80over,1,2021-02,0,0
Koganei/Tokyo,80over,2,2021-02,0,0
Koganei/Tokyo,80over,3,2021-02,0,0
Koganei/Tokyo,80over,4,2021-02,0,0
Koganei/Tokyo,80over,5,2021-02,0,0
Koganei/Tokyo,80over,6,2021-02,0,0
Koganei/Tokyo,80over,7,2021-02,0,0
Koganei/Tokyo,all,0,2021-02,80,3693133
Koganei/Tokyo,all,1,2021-02,0,38
Koganei/Tokyo,all,2,2021-02,0,0
Koganei/Tokyo,all,3,2021-02,0,0
Koganei/Tokyo,all,4,2021-02,0,0
Koganei/Tokyo,all,5,2021-02,0,0
Koganei/Tokyo,all,6,2021-02,0,0
Koganei/Tokyo,all,7,2021-02,0,0
Koganei/Tokyo,80over,0,2021-03,69,402072
Koganei/Tokyo,80over,1,2021-03,0,13
Koganei/Tokyo,80over,2,2021-03,0,0
Koganei/Tokyo,80over,3,2021-03,0,0
Koganei/Tokyo,80over,4,2021-03,0,0
Koganei/Tokyo,80over,5,2021-03,0,0
Koganei/Tokyo,80over,6,2021-03,0,0
Koganei/Tokyo,80over,7,2021-03,0,0
Koganei/Tokyo,all,0,2021-03,88,4080929
Koganei/Tokyo,all,1,2021-03,0,4902
Koganei/Tokyo,all,2,2021-03,0,176
Koganei/Tokyo,all,3,2021-03,0,0
Koganei/Tokyo,all,4,2021-03,0,0
Koganei/Tokyo,all,5,2021-03,0,0
Koganei/Tokyo,all,6,2021-03,0,0
Koganei/Tokyo,all,7,2021-03,0,0
Koganei/Tokyo,80over,0,2021-04,71,384119
Koganei/Tokyo,80over,1,2021-04,0,2785
Koganei/Tokyo,80over,2,2021-04,0,30
Koganei/Tokyo,80over,3,2021-04,0,0
Koganei/Tokyo,80over,4,2021-04,0,0
Koganei/Tokyo,80over,5,2021-04,0,0
Koganei/Tokyo,80over,6,2021-04,0,0
Koganei/Tokyo,80over,7,2021-04,0,0
Koganei/Tokyo,all,0,2021-04,89,3920204
Koganei/Tokyo,all,1,2021-04,0,22783
Koganei/Tokyo,all,2,2021-04,0,8546
Koganei/Tokyo,all,3,2021-04,0,0
Koganei/Tokyo,all,4,2021-04,0,0
Koganei/Tokyo,all,5,2021-04,0,0
Koganei/Tokyo,all,6,2021-04,0,0
Koganei/Tokyo,all,7,2021-04,0,0
Koganei/Tokyo,80over,0,2021-05,56,313644
Koganei/Tokyo,80over,1,2021-05,3,74631
Koganei/Tokyo,80over,2,2021-05,0,9679
Koganei/Tokyo,80over,3,2021-05,0,0
Koganei/Tokyo,80over,4,2021-05,0,0
Koganei/Tokyo,80over,5,2021-05,0,0
Koganei/Tokyo,80over,6,2021-05,0,0
Koganei/Tokyo,80over,7,2021-05,0,0
Koganei/Tokyo,all,0,2021-05,82,3830906
Koganei/Tokyo,all,1,2021-05,3,190326
Koganei/Tokyo,all,2,2021-05,0,59452
Koganei/Tokyo,all,3,2021-05,0,0
Koganei/Tokyo,all,4,2021-05,0,0
